DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,PXR_Emax,PXR_assay
DTXSID0033673,2365-48-2,C3H6O2S,106.008851,Inactive,0,0
DTXSID0033754,2210-25-5,C6H11NO,113.084064,Inactive,0,0
DTXSID0033960,72559-06-9,C46H62N4O11,846.441509,Active,30.81478976,1.786343131
DTXSID0034192,10161-33-8,C18H22O2,270.16198,Active,83.85866836,0.731019427
DTXSID0034223,119168-77-3,C18H24ClN3O,333.16079,Active,111.1840566,1.103704635
DTXSID0034227,119515-38-7,C12H23NO3,229.167794,Inactive,0,0
DTXSID0034229,104-61-0,C9H16O2,156.11503,Inactive,0,0
DTXSID0034300,135410-20-7,C10H11ClN4,222.067224,Inactive,0,0
DTXSID0034518,13684-56-5,C16H16N2O4,300.111007,Active,80.48322547,0.858460061
DTXSID0034566,155569-91-8,, ,Inactive,0,0
DTXSID0034695,8018/1/7,C8H12MnN4S8Zn,538.749952,Active,179.134893,1.200936293
DTXSID0034722,210631-68-8,C16H17N3O5S,363.088892,Inactive,0,0
DTXSID0034776,57018-04-9,C9H11Cl2O3PS,299.954358,Active,29.444041,0.778413812
DTXSID0034803,219714-96-2,C16H14F5N5O5S,483.063581,Inactive,0,0
DTXSID0034851,15165-67-0,C9H8Cl2O3,233.98505,Inactive,0,0
DTXSID0034855,79241-46-6,C19H20F3NO4,383.134443,Inactive,0,0
DTXSID0034930,98886-44-3,C9H18NO3PS2,283.046573,Active,38.15985103,0.679341549
DTXSID0034936,74222-97-2,C15H16N4O5S,364.084141,Inactive,0,0
DTXSID0035160,127-41-3,C13H20O,192.151415,Inactive,0,0
DTXSID0035748,51229-78-8,C9H16Cl2N4,250.075202,Inactive,0,0
DTXSID0035790,67233-85-6,C7H6NNaO4,191.019452,Inactive,0,0
DTXSID0036508,520-85-4,C22H32O3,344.235145,Active,39.59676681,1.451766868
DTXSID0037023,5392-28-9,C4H10N6O4S,238.048424,Inactive,0,0
DTXSID0037231,5104-49-4,C15H13FO2,244.089958,Inactive,0,0
DTXSID0037237,10238-21-8,C23H28ClN3O5S,493.14382,Active,59.68118258,1.205019891
DTXSID0037493,1610-17-9,C9H17N5O,211.14331,Active,37.71717689,0.778413812
DTXSID0037495,1007-28-9,C5H8ClN5,173.046823,Inactive,0,0
DTXSID0037522,10311-84-9,C14H17ClNO4PS2,393.002515,Active,86.19689312,1.139323157
DTXSID0037570,18691-97-9,C10H11N3OS,221.062283,Active,131.9190548,0.933334767
DTXSID0037576,1746-81-2,C9H11ClN2O2,214.050905,Active,42.58112143,0.778413812
DTXSID0037730,31519-22-9,C11H8O4,204.042259,Active,35.98724195,2.133237476
DTXSID0037734,18263-25-7,C16H31BrO2,334.150743,Inactive,0,0
DTXSID0038700,97-52-9,C7H8N2O3,168.053492,Inactive,0,0
DTXSID0038756,459-57-4,C7H5FO,124.032443,Inactive,0,0
DTXSID0038831,10258-54-5,C6H9NO3,143.058243,Inactive,0,0
DTXSID0038839,17420-30-3,C7H5N3O2,163.038176,Inactive,0,0
DTXSID0038881,633-96-5,C16H11N2NaO4S,350.033722,Active,33.44067336,0.818229977
DTXSID0038887,2321/7/5,C20H12O5,332.068473,Active,111.0026048,1.436217254
DTXSID0039223,116-06-3,C7H14N2O2S,190.077599,Inactive,0,0
DTXSID0039227,53-96-3,C15H13NO,223.099714,Active,160.435916,0.882822588
DTXSID0040127,141-86-6,C5H7N3,109.063997,Inactive,0,0
DTXSID0040208,14897-39-3,C37H46NNaO12,719.29177,Active,36.0678626,2.326052259
DTXSID0040464,114977-28-5,C43H53NO14,807.346605,Inactive,0,0
DTXSID0040672,43210-67-9,C15H13N3O2S,299.072848,Active,60.63326522,1.446540926
DTXSID0040674,67-73-2,C24H30F2O6,452.201045,Active,51.64785096,1.557106163
DTXSID0040676,29094-61-9,C21H27N5O4S,445.178376,Inactive,0,0
DTXSID0040678,58186-27-9,C19H30O5,338.209324,Active,56.15463591,0.77685314
DTXSID0040701,77-93-0,C12H20O7,276.120903,Inactive,0,0
DTXSID0040703,98-73-7,C11H14O2,178.09938,Inactive,0,0
DTXSID0040705,132-60-5,C16H11NO2,249.078979,Inactive,0,0
DTXSID0040707,33228-44-3,C11H17N,163.1361,Active,35.96533833,0.778413812
DTXSID0040751,35661-60-0,C21H23NO4,353.162708,Active,144.190612,1.270938526
DTXSID0040757,74772-77-3,C18H23NO3S,333.139865,Active,131.0765652,1.151887656
DTXSID0041141,129298-91-5,C19H28ClNO6,401.160515,Active,46.35054879,1.957938283
DTXSID0041197,373-49-9,C16H30O2,254.22458,Inactive,0,0
DTXSID0041220,1469-48-3,C8H9NO2,151.063329,Inactive,0,0
DTXSID0041224,106-69-4,C6H14O3,134.094294,Inactive,0,0
DTXSID0041270,58430-94-7,C11H22O2,186.16198,Inactive,0,0
DTXSID0041274,941-69-5,C10H7NO2,173.047678,Inactive,0,0
DTXSID0041357,3025-30-7,C12H20O2,196.14633,Active,122.852071,0.691836441
DTXSID0041359,133-53-9,C8H8Cl2O,189.99522,Inactive,0,0
DTXSID0041436,75-85-4,C5H12O,88.088815,Inactive,0,0
DTXSID0041484,3681-71-8,C8H14O2,142.09938,Inactive,0,0
DTXSID0041513,1121-76-2,C5H4ClNO,128.998142,Inactive,0,0
DTXSID0041517,3658-77-3,C6H8O3,128.047344,Inactive,0,0
DTXSID0041519,14979-39-6,C8H18O,130.135765,Inactive,0,0
DTXSID0041567,141-22-0,C18H34O3,298.250795,Active,49.0169524,0.574224876
DTXSID0041646,6359-90-6,C16H12ClN4NaO4S,414.016548,Inactive,0,0
DTXSID0041692,10420-33-4,C8H12O5,188.068473,Inactive,0,0
DTXSID0041698,34681-23-7,C7H14N2O4S,222.067428,Inactive,0,0
DTXSID0041721,8004-92-0,, ,Inactive,0,0
DTXSID0041850,2463-84-5,C8H9ClNO5PS,296.962758,Inactive,0,0
DTXSID0041852,116-52-9,C5H6Cl6N2O3,351.850958,Inactive,0,0
DTXSID0041981,144-49-0,C2H3FO2,78.011707,Inactive,0,0
DTXSID0041983,77501-90-7,C18H13ClF3NO7,447.033264,Active,66.30939481,0.778413812
DTXSID0041985,4776/6/1,C14H8Br2F3NO2,436.887389,Active,190.4131005,1.456403591
DTXSID0041987,61213-25-0,C12H10Cl2F3NO,311.009154,Active,128.8805665,0.953315951
DTXSID0042038,5870-93-9,C11H22O2,186.16198,Inactive,0,0
DTXSID0042080,18854-01-8,C13H16NO4PS,313.053766,Active,136.1139192,1.000215505
DTXSID0042084,4849-32-5,C14H21N3O3,279.158292,Inactive,0,0
DTXSID0042086,59227-89-3,C18H35NO,281.271865,Active,113.4766653,0.963920244
DTXSID0042117,2595-54-2,C10H20NO5PS2,329.052052,Active,57.74330359,1.072448953
DTXSID0042167,877-24-7,C8H5KO4,203.98249,Inactive,0,0
DTXSID0042169,5116-94-9,C13H29O4P,280.180346,Inactive,0,0
DTXSID0042242,578-54-1,C8H11N,121.089149,Inactive,0,0
DTXSID0042248,28768-32-3,C25H30N2O4,422.220557,Active,333.479924,0.939374833
DTXSID0042325,104-45-0,C10H14O,150.104465,Inactive,0,0
DTXSID0042327,111109-77-4,, ,Inactive,0,0
DTXSID0042379,1112-39-6,C4H12O2Si,120.060656,Inactive,0,0
DTXSID0042400,1120-01-0,C16H33NaO4S,344.199725,Inactive,0,0
DTXSID0042406,512-42-5,CH3NaO4S,133.964974,Inactive,0,0
DTXSID0042454,589-68-4,C17H34O4,302.24571,Inactive,0,0
DTXSID0042583,23672-07-3,C15H23N3O4S,341.140927,Inactive,0,0
DTXSID0042614,58-46-8,C19H27NO3,317.199094,Active,45.79585971,0.94093719
DTXSID0043761,587-90-6,C13H10N4O5,302.065119,Inactive,0,0
DTXSID0043765,630-60-4,C29H44O12,584.283277,Inactive,0,0
DTXSID0043848,30187-90-7,C15H25NO2,251.188529,Inactive,0,0
DTXSID0043892,98323-83-2,C24H26N2O2,374.199428,Inactive,0,0
DTXSID0043896,67227-56-9,C16H16ClNO3,305.081871,Inactive,0,0
DTXSID0044107,1553-60-2,C12H16O2,192.11503,Inactive,0,0
DTXSID0044236,36443-68-2,C34H50O8,586.350569,Inactive,0,0
DTXSID0044280,130-95-0,C20H24N2O2,324.183778,Inactive,0,0
DTXSID0044313,626-89-1,C6H14O,102.104465,Inactive,0,0
DTXSID0044315,207569-02-6,C10H8Na2O7S2,349.950684,Inactive,0,0
DTXSID0044317,207386-92-3,, ,Inactive,0,0
DTXSID0044361,1071-93-8,C6H14N4O2,174.111676,Inactive,0,0
DTXSID0044363,110-38-3,C12H24O2,200.17763,Inactive,0,0
DTXSID0044365,1118-12-3,C5H12N2O,116.094963,Inactive,0,0
DTXSID0044367,1119-97-7,C17H38BrN,335.218763,Active,51.95008585,0.903521998
DTXSID0044369,1122-58-3,C7H10N2,122.084398,Inactive,0,0
DTXSID0044440,5510-99-6,C14H22O,206.167065,Inactive,0,0
DTXSID0044446,590-46-5,C5H12ClNO2,153.055656,Inactive,0,0
DTXSID0044448,591-80-0,C5H8O2,100.052429,Inactive,0,0
DTXSID0044490,59337-93-8,C6H7NO4S2,220.98165,Inactive,0,0
DTXSID0044494,102-20-5,C16H16O2,240.11503,Inactive,0,0
DTXSID0044496,705-86-2,C10H18O2,170.13068,Inactive,0,0
DTXSID0044498,10052-47-8,C7H18ClN,151.112777,Inactive,0,0
DTXSID0044521,117-96-4,C11H9I3N2O4,613.76964,Inactive,0,0
DTXSID0044523,118-88-7,C7H9NO3S,187.030314,Inactive,0,0
DTXSID0044525,122-64-5,C9H10HgO3,368.033637,Inactive,0,0
DTXSID0044527,123-81-9,C6H10O4S2,210.002051,Inactive,0,0
DTXSID0044571,618-45-1,C9H12O,136.088815,Inactive,0,0
DTXSID0044573,67874-72-0,C13H24O2,212.17763,Inactive,0,0
DTXSID0044575,71526-07-3,C10H15Cl2NO2,251.047984,Active,98.85579021,0.866277882
DTXSID0044577,7789-41-5,Br2Ca,197.799267,Inactive,0,0
DTXSID0044600,1679-51-2,C7H12O,112.088815,Inactive,0,0
DTXSID0044604,17351-75-6,C12H20O2,196.14633,Inactive,0,0
DTXSID0044606,17526-94-2,C13H20N4O2,264.158626,Inactive,0,0
DTXSID0044650,3077/12/1,C11H17NO2,195.125929,Inactive,0,0
DTXSID0044654,32780-64-6,C19H25ClN2O3,364.15537,Active,36.72816811,1.079692438
DTXSID0044656,3386-87-6,C8H12N2O2,168.089878,Inactive,0,0
DTXSID0044658,3468/11/9,C8H7N3,145.063997,Active,279.6258668,1.061485795
DTXSID0044731,81-83-4,C12H7NO2,197.047678,Active,43.5628142,1.725315723
DTXSID0044733,827-95-2,C7H4NNaO4,189.003802,Inactive,0,0
DTXSID0044735,831-59-4,C6H4Na2O6S2,281.924469,Inactive,0,0
DTXSID0044737,86-16-8,C14H20N2O5,296.137222,Active,58.6183996,0.919684457
DTXSID0044781,1134-04-9,C6Cl7N,330.785043,Inactive,0,0
DTXSID0044783,116912-64-2,, ,Inactive,0,0
DTXSID0044785,119-17-5,C10H10N2O4S,254.036128,Inactive,0,0
DTXSID0044787,119-40-4,C16H13NO4S,315.056529,Inactive,0,0
DTXSID0044810,18479-57-7,C10H22O,158.167065,Inactive,0,0
DTXSID0044812,2517-43-3,C5H12O2,104.08373,Inactive,0,0
DTXSID0044816,31983-27-4,C10H15N,149.120449,Inactive,0,0
DTXSID0044818,3913/2/8,C12H26O,186.198365,Inactive,0,0
DTXSID0044860,1824-81-3,C6H8N2,108.068748,Inactive,0,0
DTXSID0044862,1852-04-6,C11H20O4,216.136159,Inactive,0,0
DTXSID0044868,2050-43-3,C10H13NO,163.099714,Inactive,0,0
DTXSID0044941,4273-98-7,C12H11NO2S,233.05105,Active,45.56877245,0.618403898
DTXSID0044943,4385/5/1,C8H18N2O,158.141913,Inactive,0,0
DTXSID0044945,44860-68-6,C5H12O2S2,168.027872,Inactive,0,0
DTXSID0044947,5117/12/4,C7H11NO2,141.078979,Inactive,0,0
DTXSID0044949,5187-23-5,C7H14O3,146.094294,Inactive,0,0
DTXSID0044993,1980/4/6,C15H28O2,240.20893,Active,35.10058006,0.598096331
DTXSID0044995,86-20-4,C14H12N2O2,240.089878,Active,101.4164063,1.123288974
DTXSID0044997,88-27-7,C17H29NO,263.224915,Inactive,0,0
DTXSID0044999,89-36-1,C10H10N2O4S,254.036128,Inactive,0,0
DTXSID0045090,511-45-5,C20H25NO,295.193614,Inactive,0,0
DTXSID0045125,80809-81-0,C21H26O3,326.188195,Active,65.70258972,1.033686317
DTXSID0045127,13655-52-2,C15H23NO2,249.172879,Inactive,0,0
DTXSID0045171,25717-80-0,C9H14N4O4,242.101505,Inactive,0,0
DTXSID0045173,70476-82-3,C22H30Cl2N4O6,516.15424,Active,24.51431331,2.861445279
DTXSID0045175,53179-07-0,C17H21NO2,271.157229,Active,39.10784962,1.033686317
DTXSID0045179,42471-28-3,C9H13ClN6O2,272.078851,Inactive,0,0
DTXSID0045202,115344-47-3,C14H16N6O,284.138559,Inactive,0,0
DTXSID0045204,2447-54-3,C20H14NO4,332.091734,Inactive,0,0
DTXSID0045206,64603-91-4,C6H8N2O2,140.058578,Inactive,0,0
DTXSID0045208,NOCAS_45208,C16H25ClN4O2,340.166604,Active,125.1922228,0.951985915
DTXSID0045252,64-73-3,C21H22Cl2N2O8,500.075321,Inactive,0,0
DTXSID0045254,64-85-7,C21H30O3,330.219495,Active,57.08362753,0.966412652
DTXSID0045383,4093-35-0,C14H22BrN3O2,343.08954,Inactive,0,0
DTXSID0045389,5728-52-9,C14H12O2,212.08373,Inactive,0,0
DTXSID0045410,14255-87-9,C13H17N3O2,247.132077,Active,90.16300968,1.953016531
DTXSID0045412,14919-77-8,C10H16ClN3O5,293.077848,Inactive,0,0
DTXSID0045416,15421-84-8,C10H15N5,205.132746,Inactive,0,0
DTXSID0045462,34552-84-6,C14H13N3O5S,335.057592,Inactive,0,0
DTXSID0045464,36167-63-2,C26H31Cl3F3NO,535.142332,Active,51.42545943,1.116860347
DTXSID0045466,37661-08-8,C21H28ClN3O7S,501.133649,Inactive,0,0
DTXSID0045543,52-88-0,C18H26N2O6,366.179087,Inactive,0,0
DTXSID0045547,137-88-2,C14H20Cl2N4,314.106502,Inactive,0,0
DTXSID0045591,56974-61-9,C17H27N3O7S,417.156971,Inactive,0,0
DTXSID0045595,64953-12-4,C20H18N6Na2O9S,564.065136,Inactive,0,0
DTXSID0045597,74103-07-4,C19H24N2O6,376.163437,Inactive,0,0
DTXSID0045624,17692-31-8,C13H20N2O2,236.152478,Inactive,0,0
DTXSID0045626,3440-28-6,C10H11NO3,193.073893,Inactive,0,0
DTXSID0045670,160415-07-6,C8H16ClNO3,209.081871,Inactive,0,0
DTXSID0045674,102394-31-0,C24H31N5O2,421.247775,Inactive,0,0
DTXSID0045676,NOCAS_45676,C10H7Cl4N3,308.939408,Active,49.7189301,1.033686317
DTXSID0045701,147059-75-4,C21H19F3N4O6S,512.09774,Active,382.4883425,1.087683187
DTXSID0045703,28721-07-5,C15H12N2O2,252.089878,Inactive,0,0
DTXSID0045705,54188-38-4,C15H17N3O,255.137162,Inactive,0,0
DTXSID0045707,35944-74-2,C13H15ClN2O2,266.082205,Inactive,0,0
DTXSID0045709,106017-08-7,C17H19ClFN3O3S,399.081969,Inactive,0,0
DTXSID0045753,56715-13-0,C14H22N2O3,266.163043,Inactive,0,0
DTXSID0045832,87-33-2,C6H8N2O8,236.028065,Inactive,0,0
DTXSID0045836,121-81-3,C7H5N3O5,211.02292,Inactive,0,0
DTXSID0045838,28094-15-7,C8H12ClNO3,205.050571,Inactive,0,0
DTXSID0045880,50-42-0,C20H26ClNO2,347.165207,Inactive,0,0
DTXSID0045886,611-75-6,C14H21Br2ClN2,409.976002,Active,51.38000697,1.29540884
DTXSID0045888,1195-16-0,C6H9NO2S,159.0354,Inactive,0,0
DTXSID0045963,621-23-8,C9H12O3,168.078644,Inactive,0,0
DTXSID0046016,996-19-0,C2H14N8O4S,246.085872,Inactive,0,0
DTXSID0046060,94-23-5,C15H23NO3,265.167794,Inactive,0,0
DTXSID0046066,133-10-8,C7H6NNaO3,175.024537,Inactive,0,0
DTXSID0046145,5843-53-8,C16H19Cl2N,295.089455,Active,35.51061366,1.110393563
DTXSID0046147,64204-55-3,C12H23N3O,225.184112,Inactive,0,0
DTXSID0046193,17411-19-7,C13H18N2,202.146999,Inactive,0,0
DTXSID0046195,35619-65-9,C14H19NO4S,297.103479,Inactive,0,0
DTXSID0046222,17692-39-6,C20H25NO2,311.188529,Active,129.2146352,1.123964415
DTXSID0046226,16915-70-1,C12H7N5O9,365.024377,Inactive,0,0
DTXSID0046270,18109-81-4,C24H37NO10,499.241746,Inactive,0,0
DTXSID0046272,495-84-1,C13H11N3O2,241.085127,Inactive,0,0
DTXSID0046274,6402-23-9,C18H23N3O5,361.163771,Active,51.73389726,1.033686317
DTXSID0046276,3567/8/6,C13H17N3O3S2,327.071134,Inactive,0,0
DTXSID0046305,143482-60-4,C41H49ClN2O9,748.312659,Active,102.7756718,1.300409291
DTXSID0046307,1216920-18-1,C18H21Cl3FN7,459.090805,Active,131.3325529,1.160156448
DTXSID0046309,132203-70-4,C27H28N2O7,492.189651,Active,160.4304167,1.833741019
DTXSID0046351,25162-00-9,C10H14N2,162.115698,Inactive,0,0
DTXSID0046357,26095-59-0,C29H43BrN2O4,562.240621,Inactive,0,0
DTXSID0046430,106560-14-9,C12H15NO5S,285.067094,Inactive,0,0
DTXSID0046432,112398-08-0,C19H20FN3O3,357.14887,Inactive,0,0
DTXSID0046434,118288-08-7,C22H29N3O4S,431.187878,Inactive,0,0
DTXSID0046480,123447-62-1,C21H20FN3O6S,461.105685,Inactive,0,0
DTXSID0046482,112887-68-0,C21H22N4O6S,458.126006,Inactive,0,0
DTXSID0046484,125-60-0,C22H29BrN2O,416.146327,Inactive,0,0
DTXSID0046486,140462-76-6,C21H24ClNO3,373.144471,Inactive,0,0
DTXSID0046488,143201-11-0,C26H33FNNaO5,481.224046,Active,127.6283963,1.446791036
DTXSID0046511,306-94-5,C10F18,461.971257,Inactive,0,0
DTXSID0046513,111-01-3,C30H62,422.485152,Inactive,0,0
DTXSID0046561,79467-22-4,C14H15NOS,245.087435,Inactive,0,0
DTXSID0046563,3412-76-8,C16H22Cl2N2,312.116004,Inactive,0,0
DTXSID0046565,84392-17-6,C14H9F3O2,266.055464,Inactive,0,0
DTXSID0046567,140-39-6,C9H10O2,150.06808,Inactive,0,0
DTXSID0046569,6968-72-5,C6H7NO2,125.047678,Inactive,0,0
DTXSID0046640,81872-10-8,C22H23NO4S2,429.106851,Inactive,0,0
DTXSID0046644,23255-99-4,C16H13N2NaO3,304.082387,Inactive,0,0
DTXSID0046648,112965-21-6,C27H40O3,412.297745,Active,85.2891369,1.736088912
DTXSID0046690,78613-35-1,C21H35NO,317.271865,Inactive,0,0
DTXSID0046692,161967-81-3,C19H23ClFN3O3,395.141197,Inactive,0,0
DTXSID0046696,1193386-64-9,C29H40N6O11S,680.247577,Active,55.36230815,1.033686317
DTXSID0046698,120011-70-3,C24H30ClNO3,415.191421,Inactive,0,0
DTXSID0046721,3735-85-1,C32H38N2O8,578.262816,Active,28.22832571,1.033686317
DTXSID0046725,58579-51-4,C10H8Cl3N3O,290.973295,Active,31.42919839,2.593001227
DTXSID0046727,201677-61-4,C20H29N2NaO11S,528.138975,Inactive,0,0
DTXSID0046804,77469-98-8,C19H19ClN4O2,370.119654,Active,216.7196691,1.187829643
DTXSID0046850,57470-78-7,C20H34ClN3O4,415.223784,Inactive,0,0
DTXSID0046989,153-94-6,C11H12N2O2,204.089878,Inactive,0,0
DTXSID0047030,10326-41-7,C3H6O3,90.031694,Inactive,0,0
DTXSID0047032,469-61-4,C15H24,204.187801,Inactive,0,0
DTXSID0047034,67674-36-6,C13H24O2,212.17763,Active,52.1404275,0.65163181
DTXSID0047036,31895-22-4,C7H13NO4S3,271.000671,Active,64.68331461,0.78030792
DTXSID0047038,2785-89-9,C9H12O2,152.08373,Inactive,0,0
DTXSID0047080,4748-78-1,C9H10O,134.073165,Inactive,0,0
DTXSID0047082,24168-70-5,C9H14N2O,166.110613,Inactive,0,0
DTXSID0047084,1072-83-9,C6H7NO,109.052764,Inactive,0,0
DTXSID0047086,18829-56-6,C9H16O,140.120115,Inactive,0,0
DTXSID0047088,472-66-2,C11H18O,166.135765,Active,71.80724725,1.008394637
DTXSID0047111,515-03-7,C20H36O2,308.27153,Active,92.54007414,1.283434222
DTXSID0047113,6790-58-5,C16H28O,236.214016,Inactive,0,0
DTXSID0047115,459-80-3,C10H16O2,168.11503,Inactive,0,0
DTXSID0047117,10361-91-8,Cl3Yb,278.84543,Inactive,0,0
DTXSID0047161,55418-52-5,C11H12O3,192.078644,Inactive,0,0
DTXSID0047163,774-55-0,C12H14O,174.104465,Inactive,0,0
DTXSID0047165,28940-11-6,C10H10O3,178.062994,Inactive,0,0
DTXSID0047167,79-16-3,C3H7NO,73.052764,Inactive,0,0
DTXSID0047169,13679-70-4,C6H6OS,126.013936,Inactive,0,0
DTXSID0047242,123333-56-2,, ,Inactive,0,0
DTXSID0047244,1124-63-6,C9H18O,142.135765,Inactive,0,0
DTXSID0047246,139340-56-0,C19H28N2O5S2,428.143964,Active,183.8288325,0.866773358
DTXSID0047248,NOCAS_47248,C24H20N4O2,396.158626,Active,91.44681066,0.896137011
DTXSID0047290,402910-27-4,C17H22N2O3S2,366.107185,Active,30.94115492,1.277719738
DTXSID0047292,227626-75-7,C10H18ClN3O2,247.108755,Inactive,0,0
DTXSID0047294,668981-02-0,C18H14F2N4O,340.113567,Active,63.85233074,0.691551215
DTXSID0047296,112733-06-9,C17H11BrClFN2O4,439.957476,Active,28.26520231,1.033686317
DTXSID0047325,NOCAS_47325,C30H36ClFN4O2,538.251082,Inactive,0,0
DTXSID0047327,313994-79-5,C35H47FN4O2,574.368305,Inactive,0,0
DTXSID0047371,725228-45-5,C25H23FN2O2,402.174356,Inactive,0,0
DTXSID0047375,862243-29-6,C23H12Cl2F2N2O5,504.009133,Inactive,0,0
DTXSID0047377,NOCAS_47377,C31H36Cl2N4O7S,678.168176,Inactive,0,0
DTXSID0047379,1437319-51-1,C33H32Cl3N3O4,639.14584,Active,202.2938634,1.04910414
DTXSID0047400,6379-73-3,C11H16O,164.120115,Inactive,0,0
DTXSID0047404,33032-12-1,C40H50N6O12S2,870.292813,Active,38.30976863,1.061121125
DTXSID0047406,10402-33-2,C18H18O3,282.125594,Inactive,0,0
DTXSID0047408,2270-60-2,C11H20O2,184.14633,Inactive,0,0
DTXSID0047450,94-97-3,C6H4ClN3,153.009375,Inactive,0,0
DTXSID0047454,18467-77-1,C12H18O7,274.105253,Inactive,0,0
DTXSID0047456,826-62-0,C9H8O3,164.047344,Inactive,0,0
DTXSID0047533,1989/4/3,C33H54O6,546.392039,Inactive,0,0
DTXSID0047535,82469-79-2,C28H50O8,514.350569,Inactive,0,0
DTXSID0047537,2432-87-3,C26H50O4,426.37091,Inactive,0,0
DTXSID0047539,22915-73-7,C20H22O4,326.151809,Inactive,0,0
DTXSID0047581,540-07-8,C11H22O2,186.16198,Inactive,0,0
DTXSID0047585,41519-23-7,C10H18O2,170.13068,Inactive,0,0
DTXSID0047587,35854-86-5,C9H18O,142.135765,Inactive,0,0
DTXSID0047589,27593-23-3,C10H14O2,166.09938,Inactive,0,0
DTXSID0047610,104-53-0,C9H10O,134.073165,Inactive,0,0
DTXSID0047614,105-86-2,C11H18O2,182.13068,Inactive,0,0
DTXSID0047618,108-29-2,C5H8O2,100.052429,Inactive,0,0
DTXSID0047660,13494-07-0,C7H10O2,126.06808,Inactive,0,0
DTXSID0047662,140923-17-7,C18H28N2O3,320.209993,Active,109.3835609,1.246496463
DTXSID0047741,132-65-0,C12H8S,184.034671,Inactive,0,0
DTXSID0047745,367-12-4,C6H5FO,112.032443,Inactive,0,0
DTXSID0047749,108-87-2,C7H14,98.10955,Inactive,0,0
DTXSID0047797,57852-57-0,C26H28ClNO9,533.145259,Inactive,0,0
DTXSID0047799,544-62-7,C21H44O3,344.329045,Inactive,0,0
DTXSID0047822,1707-14-8,C11H16ClNO,213.092042,Inactive,0,0
DTXSID0047828,3505-38-2,C20H23ClN2O5,406.129549,Inactive,0,0
DTXSID0047870,69056-62-8,C14H33O4PS,328.183718,Inactive,0,0
DTXSID0047872,61755-34-8,C6H11ClN2O,162.055991,Inactive,0,0
DTXSID0047874,4640/1/1,C13H9Cl3O2,301.966813,Active,246.392368,0.873307449
DTXSID0047876,80226-00-2,C18H22O4,302.151809,Inactive,0,0
DTXSID0047878,4884-68-8,C11H14ClNO3,243.066221,Inactive,0,0
DTXSID0047901,22113-86-6,C2H8N2O3,108.053492,Inactive,0,0
DTXSID0047903,30781-73-8,C2H8N2O3,108.053492,Inactive,0,0
DTXSID0047905,405514-94-5,C15H30F6N2O4S2,480.155119,Inactive,0,0
DTXSID0047907,227617-70-1,C9H17F6N2P,298.103355,Inactive,0,0
DTXSID0047909,402846-78-0,C9H17BF4N2,240.142091,Inactive,0,0
DTXSID0047951,178631-05-5,C10H19IN2,294.05929,Active,33.90117255,1.526705941
DTXSID0047953,654057-97-3,C32H68BrP,562.424202,Inactive,0,0
DTXSID0047955,178631-04-4,C14H23F6N3O4S2,475.103418,Active,49.96229054,1.279031078
DTXSID0047957,1219-38-1,C15H22O3,250.156895,Inactive,0,0
DTXSID0047959,320-60-5,C7H3Cl2F3,213.95639,Inactive,0,0
DTXSID0048181,769-92-6,C10H15N,149.120449,Inactive,0,0
DTXSID0048183,77756-20-8,C18H18O4,298.120509,Inactive,0,0
DTXSID0048185,41372-20-7,C34H38Cl2N2O5,624.215778,Inactive,0,0
DTXSID0048187,199584-38-8,C12H24O,184.182715,Active,85.03121872,0.883402719
DTXSID0048189,1166-52-5,C19H30O5,338.209324,Active,62.59829205,1.318796727
DTXSID0048210,93-99-2,C13H10O2,198.06808,Inactive,0,0
DTXSID0048505,NOCAS_48505,C17H12ClN5O2,353.067952,Active,107.7311757,1.259362069
DTXSID0048507,NOCAS_48507,C18H19ClF2N4O3,412.111375,Active,38.24757684,0.705947622
DTXSID0048509,NOCAS_48509,C25H39N3O2,413.304228,Inactive,0,0
DTXSID0048632,16777-42-7,C19H24ClNO3,349.144471,Inactive,0,0
DTXSID0048636,51-77-4,C27H44O2,400.334131,Inactive,0,0
DTXSID0048638,78281-72-8,C15H14N2O2,254.105528,Inactive,0,0
DTXSID0048680,300-39-0,C9H9I2NO3,432.86718,Inactive,0,0
DTXSID0048684,369-77-7,C14H9Cl2F3N2O,348.004403,Inactive,0,0
DTXSID0048686,1950/3/3,C23H32O6,404.219889,Inactive,0,0
DTXSID0048713,67-78-7,C25H31FO8,478.200296,Inactive,0,0
DTXSID0048717,107793-72-6,C18H24I3N3O8,790.86975,Inactive,0,0
DTXSID0048840,7296-30-2,C11H17ClN2O2,244.097856,Inactive,0,0
DTXSID0048842,57132-53-3,C46H58ClN5O8,843.397392,Active,138.3412064,1.334845282
DTXSID0048844,7195-27-9,C13H19ClN2O5S2,382.042392,Active,132.6334032,1.350836216
DTXSID0048846,89419-40-9,C28H35ClN4O,478.249939,Inactive,0,0
DTXSID0048848,642-83-1,C10H10O8,258.037567,Inactive,0,0
DTXSID0048890,60676-84-8,C11H16ClNO3,245.081871,Inactive,0,0
DTXSID0048892,74341-78-9,C12H18ClNO2,243.102607,Inactive,0,0
DTXSID0048894,487-93-4,C12H16N2O,204.126263,Inactive,0,0
DTXSID0048896,68677-26-9,C16H20N2O4,304.142307,Inactive,0,0
DTXSID0048898,520-52-5,C12H17N2O4P,284.092594,Inactive,0,0
