CASRN,DTXSID,Name,Formula,PPARg_Emax,PPARg_assay,LXR_Emax,LXR_assay,FXR_Emax,FXR_assay,PXR_Emax,PXR_assay,BCF,LogP,Predicted concentration in human blood (μM),
6881-94-3,DTXSID1027639,2-(2-Propoxyethoxy)ethanol,C7H16O3,0,0,,,0,0,0,0,2.33346,0.313636,0.00234,
6928-67-2,DTXSID2044719,"Dipropyl 3,4,5,6-tetrachlorobenzene-1,2-dicarboxylate",C14H14Cl4O4,0,0,2.465204482,1.095283409,0,0,75.06517479,0.897916198,93.7562,4.10787,0.000213,
6940-78-9,DTXSID1049350,1-Bromo-4-chlorobutane,C4H8BrCl,0,0,,,0,0,0,0,11.9674,2.79175,0.00148,
6961-82-6,DTXSID2044979,2-Chlorobenzenesulfonamide,C6H6ClNO2S,0,0,,,0,0,0,0,9.7051,0.74265,0.000653,
7085-85-0,DTXSID1025279,Ethyl cyanoacrylate,C6H7NO2,0,0,0.957237593,0.275258167,0,0,0,0, ,0.923109,0.00488,
7209-38-3,DTXSID8022246,"1,4-Piperazinedipropanamine",C10H24N4,0,0,0,0,0,0,0,0,1.03514,-1.42854,2.70E-05,
7328-17-8,DTXSID6044983,2-(2-Ethoxyethoxy)ethyl prop-2-enoate,C9H16O4,0,0,0,0,0,0,0,0, ,0.851462,0.00111,
7335-26-4,DTXSID9047126,Ethyl o-anisate,C10H12O3,0,0,0,0,0,0,0,0,8.14704,2.33231,6.68E-05,
7364-25-2,DTXSID2049428,3-Indazolinone,C7H6N2O,0,0,,,0,0,0,0,1.27938,1.00154,8.48E-06,
7397-62-8,DTXSID6044725,Butyl hydroxyacetate,C6H12O3,0,0,,,0,0,0,0,2.06538,0.876071,0.00256,
7473-98-5,DTXSID8044830,2-Hydroxy-2-methylpropiophenone,C10H12O2,0,0,0,0,0,0,0,0,10.7152,2.19171,0.000109,
7529-22-8,DTXSID3029287,4-Methylmorpholine 4-oxide,C5H11NO2,0,0,,,0,0,0,0, ,-0.149208,4.01E-05,
7575-23-7,DTXSID1044728,"3-[(3-Sulfanylpropanoyl)oxy]-2,2-bis{[(3-sulfanylpropanoyl)oxy]methyl}propyl 3-sulfanylpropanoate",C17H28O8S4,0,0,,,0,0,0,0, ,1.54772,0.00223,
7579-36-4,DTXSID4038926,Dibenzyl oxalate,C16H14O4,0,0,0,0,0,0,0,0,27.0396,2.33611,0.000147,
18263-25-7,DTXSID0037734,2-Bromohexadecanoic acid,C16H31BrO2,0,0,1.060193247,1.224888183,0,0,0,0,14.8594,7.2712,0.00591,
153559-49-0,DTXSID1040619,Bexarotene,C24H28O2,0,0,0.748566575,2.107718004,58.67657927,0.845569013,150.492609,0.817150893,235.505,6.51675,0.000302,
3/3/3385,DTXSID1045534,Flunisolide,C24H31FO6,0,0,,,0,0,41.92712591,1.736089186,15.6675,2.63325,0.00432,
5116-94-9,DTXSID0042169,Monotridecyl phosphate,C13H29O4P,58.42782716,1.287562941,0,0,0,0,0,0,25.3513,2.93153,0.000366,
5394-36-5,DTXSID9041368,5-Ethyl-5-methylhydantoin,C6H10N2O2,0,0,0,0,0,0,0,0,0.509331,-0.0279186,0.00278,
7747-35-5,DTXSID3029289,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",C7H13NO2,0,0,0,0,0,0,0,0,3.2961,0.19375,0.0016,
7785-70-8,DTXSID7041671,(+)-alpha-Pinene,C10H16,0,0,0,0,0,0,0,0,1127.2,4.82559,6.18E-05,
7795-95-1,DTXSID4027658,1-Octanesulfonyl chloride,C8H17ClO2S,0,0,,,0,0,0,0,11.995,3.98516,5.72E-05,
10081-67-1,DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,C30H31N,0,0,0,0,0,0,0,0,397.192,9.24632,0.00328,
10469-09-7,DTXSID2044509,"3,4,5,6-Tetrachloropyridine-2-carboxylic acid",C6HCl4NO2,0,0,0,0,0,0,0,0,7.2277,3.01784,0.00527,
10527-16-9,DTXSID8049202,10-Chloro-9-anthraldehyde,C15H9ClO,57.09921585,1.401029996,,,0,0,0,0, ,3.34196,0.00116,
10563-29-8,DTXSID2033445,Dimethyldipropylenetriamine,C8H21N3,0,0,,,0,0,0,0,1.56315,-0.138832,0.0037,
10595-72-9,DTXSID5027728,Di(tridecyl) thiodipropionate,C32H62O4S,0,0,,,0,0,0,0,6.60693,9.56625,0.00417,
13020-57-0,DTXSID4047880,3-Hydroxybenzophenone,C13H10O2,0,0,,,0,0,95.56783831,0.73617836,44.7713,3.15215,0.00167,
13031-43-1,DTXSID9044534,4-Acetylphenyl acetate,C10H10O3,0,0,0,0,0,0,0,0,3.5156,1.29119,0.00108,
13080-86-9,DTXSID5051650,"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",C27H26N2O2,,,0,0,,,244.596557,0.778413812,182.39,6.35661,0.00172,
13183-79-4,DTXSID9051662,"1,2-Dihydro-1-methyl-5H-tetrazole-5-thione",C2H4N4S,,,0,0,,,0,0,1.90108,-0.0385974,0.000101,
13254-34-7,DTXSID6041424,"2,6-Dimethyl-2-heptanol",C9H20O,0,0,0,0,0,0,0,0,20.0447,2.91364,0.00113,
13301-61-6,DTXSID9044538,C.I. Disperse Orange 37,C17H15Cl2N5O2,0,0,0,0,0,0,53.17942523,1.306706286,53.7032,3.17809,0.000253,
13473-26-2,DTXSID2031089,D&C Red 27,C20H4Br4Cl4O5,0,0,0,0,29.92047963,1.404463311,0,0,762.079, ,0.000135,
13547-70-1,DTXSID8027749,1-Chloropinacolone,C6H11ClO,0,0,1.222705447,0.778228629,0,0,0,0,8.57038,2.06565,0.00103,
13676-54-5,DTXSID8044381,Bismaleimide,C21H14N2O4,0,0,1.143232347,1.23050846,0,0,39.79542569,1.540648928,6.77641,3.71677,0.00244,
13680-35-8,DTXSID4048191,"4,4'-Methylenebis(2,6-diethylaniline)",C21H30N2,0,0,2.028498065,0.997657813,38.32476209,0.292518051,152.0809531,1.511525034,126.474,5.1386,0.00179,
1783-96-6,DTXSID2045650,D-Aspartic acid,C4H7NO4,,,,,,,,,0.133352,-3.88677,0.000253,
7696-12-0,DTXSID6032649,Tetramethrin,C19H25NO4,0,0,1.520497457,0.685186027,0,0,214.0830956,0.918026496,164.816,4.72729,7.85E-05,
81103-11-9,DTXSID3022829,Clarithromycin,C38H69NO13,0,0,,,0,0,0,0, ,3.15975,3.46E-05,
141112-29-0,DTXSID5034723,Isoxaflutole,C15H12F3NO4S,0,0,0,0,0,0,0,0,207.491,2.32189,0.000182,
14868-03-2,DTXSID5022485,"Bis(4-hydroxyphenyl)-2,2-dichloroethylene",C14H10Cl2O2,0,0,,,0,0,151.9496212,0.654018649,182.81,4.41712,4.09E-05,
14933-08-5,DTXSID6049222,3-(Dodecyldimethylammonio)propanesulfonate,C17H37NO3S,0,0,,,0,0,0,0, ,3.78078,0.00256,
14970-87-7,DTXSID9044588,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanethiol",C6H14O2S2,0,0,,,0,0,32.7977474,1.083120203, ,1.01977,0.00282,
15721-78-5,DTXSID3029310,"N,N-Bis(4-tert-octylphenyl)amine",C28H43N,0,0,,,0,0,0,0,3515.6,9.902,0.00109,
15930-66-2,DTXSID2044844,3-(Octyloxy)propan-1-amine,C11H25NO,0,0,,,0,0,0,0,34.3558,3.51382,4.33E-05,
16215-21-7,DTXSID7044845,Butyl 3-mercaptopropionate,C7H14O2S,0,0,,,0,0,0,0, ,1.44098,0.000187,
16588-34-4,DTXSID2044846,4-Chloro-3-nitrobenzaldehyde,C7H4ClNO3,0,0,0.893290271,0.843224368,0,0,0,0, ,1.68498,0.00108,
16691-43-3,DTXSID7044849,"3-Amino-1,2,4-triazole-5-thiol",C2H4N4S,0,0,0,0,0,0,0,0,0.891251,-1.18033,0.0018,
16712-64-4,DTXSID3029312,6-Hydroxy-2-naphthoic acid,C11H8O3,0,0,,,0,0,0,0,1.63305,2.15952,0.000661,
16728-49-7,DTXSID8044599,3-(Octyloxy)propanenitrile,C11H21NO,0,0,,,0,0,0,0,37.6704,2.60888,3.36E-05,
85-42-7,DTXSID8026515,Hexahydrophthalic anhydride,C8H10O3,0,0,,,0,0,0,0, ,0.990893,0.00194,
15233-47-3,DTXSID0027771,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",C20H28N2,0,0,0.913874093,0.901021221,0,0,35.57476615,1.30141428,154.882,5.60971,0.00553,
15520-10-2,DTXSID5027772,2-Methylpentanediamine,C6H16N2,0,0,,,0,0,0,0,1.71396,0.106484,0.00251,
16251-77-7,DTXSID4047098,3-Phenylbutyraldehyde,C10H12O,0,0,1.032846365,0.665179731,0,0,83.32347111,0.679125283, ,2.63839,0.00277,
16323-43-6,DTXSID9025879,"3,3'-(p-Phenylene)diacrylic acid",C12H10O4,0,0,,,0,0,0,0,0.547016,1.99391,4.45E-05,
16489-90-0,DTXSID6042365,"6-Ethoxy-2,3,4-trimethyl-1,2,3,4-tetrahydroquinoline",C14H21NO,0,0,0,0,0,0,54.15996485,0.852673855,122.744,3.94523,0.000154,
16491-24-0,DTXSID4047414,"Hexa-2,4-dienyl isobutyrate",C10H16O2,0,0,0.804498387,0.423242623,0,0,46.24575824,0.548216567,34.5144,2.90511,0.00104,
107534-96-3,DTXSID9032113,Tebuconazole,C16H22ClN3O,0,0,1.310157058,0.284557318,0,0,54.08913415,1.362841036,49.204,3.69972,0.00187,
94361-06-5,DTXSID0032601,Cyproconazole,C15H18ClN3O,0,0,0.704986621,1.477905804,0,0,55.23515497,0.929687942,118.85,2.90198,0.00193,
114311-32-9,DTXSID3034664,Imazamox,C15H19N3O4,0,0,0,0,0,0,0,0,1.35519,0.730687,6.22E-05,
114369-43-6,DTXSID8032548,Fenbuconazole,C19H17ClN4,0,0,0,0,0,0,62.34513186,0.928041887,132.739,3.2286,0.000659,
118134-30-8,DTXSID1034212,Spiroxamine,C18H35NO2,0,0,0,0,0,0,0,0,150.314,4.61567,5.50E-05,
119313-12-1,DTXSID5044786,2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,C23H30N2O2,0,0,0,0,0,0,192.6123707,0.784319326,66.8344,4.06118,0.00187,
119446-68-3,DTXSID4032372,Difenoconazole,C19H17Cl2N3O3,0,0,0,0,0,0,152.1050775,0.822673714,148.936,4.29715,4.13E-05,
125116-23-6,DTXSID4034497,Metconazole,C17H22ClN3O,0,0,0.770852485,0.724562238,0,0,47.58079697,1.286995279,60.3949,3.84953,4.15E-05,
125225-28-7,DTXSID7034674,Ipconazole,C18H24ClN3O,36.39874286,1.1,0.826059374,1.279194561,41.27572388,0.273525228,83.71044964,1.576201734,74.3019,4.20802,0.000877,
128639-02-1,DTXSID4032532,Carfentrazone-ethyl,C15H14Cl2F3N3O3,0,0,0,0,0,0,0,0,9.86279,3.36057,0.000791,
131983-72-7,DTXSID0032655,Triticonazole,C17H20ClN3O,0,0,0,0,0,0,156.3617617,0.376507443,85.5067,3.29296,0.00252,
106797-53-9,DTXSID6044777,2-Hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one,C12H16O4,0,0,0,0,0,0,0,0,4.62381,1.43172,0.000125,
110235-47-7,DTXSID4042121,Mepanipyrim,C14H13N3,0,0,1.364203071,0.719417406,0,0,84.37856575,0.931056634, ,3.27928,0.0045,
110488-70-5,DTXSID7034545,Dimethomorph,C21H22ClNO4,0,0,0,0,0,0,51.4826894,1.382416458,58.6138,2.68022,0.00171,
119168-77-3,DTXSID0034223,Tebufenpyrad,C18H24ClN3O,0,0,0,0,47.53996665,0.497940009,111.1840566,1.103704635,114.288,4.60966,0.0013,
120928-09-8,DTXSID4040476,Fenazaquin,C20H22N2O,0,0,0,0,0,0,0,0,387.258,5.50625,0.00221,
121552-61-2,DTXSID1032359,Cyprodinil,C14H15N3,0,0,0,0,0,0,196.5099685,0.725734096,40.5509,3.99844,1.75E-05,
122836-35-5,DTXSID6032645,Sulfentrazone,C11H10Cl2F2N4O3S,0,0,0,0,0,0,0,0,6.91831,0.993599,0.000173,
131341-86-1,DTXSID2032398,Fludioxonil,C12H6F2N2O2,0,0,0.692409694,2.472830426,0,0,123.291535,1.081475733,45.1856,4.11566,5.43E-06,
135158-54-2,DTXSID1032519,Acibenzolar-S-methyl,C8H6N2OS2,0,0,0,0,0,0,0,0, ,3.09751,0.00452,
138261-41-3,DTXSID5032442,Imidacloprid,C9H10ClN5O2,0,0,0,0,0,0,0,0, ,0.573492,0.000783,
142459-58-3,DTXSID2032552,Flufenacet,C14H13F4N3O2S,0,0,0,0,0,0,35.33159409,1.165765448,51.9996,3.19999,0.00209,
144651-06-9,DTXSID4034364,Oxasulfuron,C17H18N4O6S,,,0,0,,,,,0.988553,1.10144,0.00057,
147150-35-4,DTXSID8034372,Cloransulam-methyl,C15H13ClFN5O5S,,,0,0,,,0,0,3.31131,1.63923,0.0015,
58-95-7,DTXSID1031096,D-alpha-Tocopheryl acetate,C31H52O3,,,,,,,,,294.442,9.15335,9.24E-05,
17540-75-9,DTXSID8029315,"4-(Butan-2-yl)-2,6-di-tert-butylphenol",C18H30O,0,0,,,36.92950838,0.297636772,53.31697366,0.778413812,2355.05,6.889,0.000132,
17696-61-6,DTXSID5044607,sec-Butylparaben,C11H14O3,0,0,0,0,0,0,74.13316492,0.713993999,11.8577,3.01148,0.00162,
18436-37-8,DTXSID7047437,alpha-Hexyl-gamma-butyrolactone,C10H18O2,0,0,0,0,0,0,0,0, ,3.25677,0.000902,
18479-51-1,DTXSID1044809,"3,7-Dimethyloct-6-en-3-ol",C10H20O,0,0,0,0,0,0,0,0,19.5884,3.0766,0.00182,
18479-57-7,DTXSID0044810,"2,6-Dimethyloctan-2-ol",C10H22O,0,0,0,0,0,0,0,0,55.7186,3.61856,0.00336,
17252-51-6,DTXSID6044852,"4,4'-Propane-1,3-diyldipyridine",C13H14N2,0,0,,,0,0,74.22594108,0.605208958,56.7545,2.78028,6.65E-05,
17321-47-0,DTXSID4027789,"O,O-Dimethyl phosphoramidothioate",C2H8NO2PS,,,0,0,,,0,0, ,0.146674,0.0011,
17526-94-2,DTXSID0044606,"3,3'-(4-Methylbenzene-1,3-diyl)bis(1,1-dimethylurea)",C13H20N4O2,0,0,,,0,0,0,0,1.51356,1.45293,6.73E-05,
17564-64-6,DTXSID3027790,"2-(Chloromethyl)-1H-isoindole-1,3(2H)-dione",C9H6ClNO2,0,0,,,0,0,0,0,3.35738,1.08531,9.91E-05,
17696-62-7,DTXSID4047882,Phenylparaben,C13H10O3,0,0,0,0,0,0,0,0,17.5792,3.28797,9.78E-05,
17754-90-4,DTXSID5022271,4-(Diethylamino)salicylaldehyde,C11H15NO2,,,0.715511091,0.693368396,,,54.66130152,0.671557532, ,2.03591,0.000251,
17824-83-8,DTXSID8027795,"3,4,5,6-Tetrachloropyridine-2-carbonitrile",C6Cl4N2,0,0,1.904375451,2.118014819,92.08837114,0.981454368,0,0,41.4954,3.35741,0.00208,
17832-28-9,DTXSID6044854,4-(Ethenyloxy)butan-1-ol,C6H12O2,0,0,,,0,0,33.54273734,0.626756679,2.47742,1.32579,0.00119,
18039-42-4,DTXSID6044858,5-Phenyl-1H-tetrazole,C7H6N4,0,0,,,0,0,0,0,7.62079,1.64903,0.00277,
18328-90-0,DTXSID3027798,N-Ethyl-2-methylallylamine,C6H13N,0,0,0,0,0,0,0,0,3.71535,1.10164,0.00304,
18835-02-4,DTXSID5044863,Ethyl 3-acetyl-4-oxopentanoate,C9H14O4,0,0,0,0,0,0,0,0,1.28529,0.792161,0.000598,
19248-13-6,DTXSID5027803,"N-Ethyl-N-(3-methylphenyl)ethane-1,2-diamine",C11H18N2,0,0,0,0,0,0,77.81630428,0.778413812,11.508,1.4052,5.00E-05,
19355-69-2,DTXSID0027804,2-Amino-2-methylpropionitrile,C4H8N2,0,0,,,0,0,0,0,1.51008,-0.731334,0.00479,
19406-86-1,DTXSID9044407,3-Amino-4-methylbenzamide,C8H10N2O,0,0,,,0,0,0,0,2.69153,0.0364725,0.00258,
19438-61-0,DTXSID5027805,4-Methylphthalic anhydride,C9H6O3,0,0,0,0,0,0,0,0, ,1.14965,0.00288,
19719-28-9,DTXSID4041363,"2,4-Dichlorophenylacetic acid",C8H6Cl2O2,0,0,,,0,0,0,0,6.3387,2.54662,0.000898,
19721-22-3,DTXSID3051836,3-Mercapto-1-propanol,C3H8OS,,,0,0,,,0,0, ,0.339724,0.00147,
19819-98-8,DTXSID1047071,2-Methylphenethyl alcohol,C9H12O,0,0,0,0,0,0,0,0,9.39723,1.97171,0.0023,
20098-48-0,DTXSID5026205,"3,4,5-Trichloronitrobenzene",C6H2Cl3NO2,0,0,,,0,0,0,0,204.174,3.55797,0.0003,
2445-76-3,DTXSID5047582,Hexyl propanoate,C9H18O2,0,0,0,0,0,0,0,0,33.1894,3.30827,0.00031,
21245-01-2,DTXSID3046580,Padimate,C14H21NO2,0,0,,,0,0,0,0,52.1195,3.47471,0.00181,
21282-97-3,DTXSID7041388,2-((2-Methyl-1-oxoallyl)oxy)ethyl acetoacetate,C10H14O5,0,0,0,0,0,0,0,0, ,0.847348,0.000126,
21540-35-2,DTXSID7042140,Methiuron,C10H14N2S,0,0,,,0,0,0,0,7.12853,1.66262,8.74E-05,
20780-48-7,DTXSID5041487,"3,7-Dimethyloctan-3-yl acetate",C12H24O2,0,0,0,0,0,0,0,0,74.6449,4.7137,3.46E-05,
21145-77-7,DTXSID7041544,"7-Acetyl-1,1,3,4,4,6-hexamethyltetraline",C18H26O,0,0,0,0,0,0,46.12487212,0.778413812,629.506,5.69897,0.00268,
11/5/1954,DTXSID1020930,Nicotine,C10H14N2,0,0,0,0,0,0,0,0,11.995,1.17111,0.00186,
22987-10-6,DTXSID9044877,N-(3-Aminophenyl)propanamide,C9H12N2O,0,0,,,0,0,0,0,2.15774,0.486494,0.00113,
23128-74-7,DTXSID5044233,Antioxidant 1098,C40H64N2O4,,,0,0,,,0,0,130.017,9.00113,0.00192,
23235-61-2,DTXSID9044879,"2,2'-(Oxydimethanediyl)bis(2-ethylpropane-1,3-diol)",C12H26O5,0,0,,,0,0,0,0,2.04174,0.740494,0.00663,
23597-82-2,DTXSID3046245,Hexyl nicotinate,C12H17NO2,,,,,,,,,13.7721,3.50627,0.00323,
23778-52-1,DTXSID8041371,"3,6,9,12,15-Pentaoxahexadecanol",C11H24O6,0,0,0,0,0,0,0,0,0.628058,-0.246214,2.93E-05,
23783-42-8,DTXSID3027829,"2,5,8,11-Tetraoxatridecan-13-ol",C9H20O5,0,0,,,0,0,0,0,2.43781,-0.369378,0.0031,
23847-08-7,DTXSID1044481,"1,1'-Disulfanediyldiazepan-2-one",C12H20N2O2S2,0,0,0,0,0,0,0,0, ,1.69673,5.21E-05,
118-10-5,DTXSID6045082,Cinchonine,C19H22N2O,,,,,,,,, ,2.67938,0.00212,
24310-41-6,DTXSID2027830,"3-(Chloromethyl)-1,2,3-benzotriazin-4(3H)-one",C8H6ClN3O,0,0,0,0,0,0,47.46421717,0.712490848,7.87046,1.19902,0.0001,
24353-61-5,DTXSID7042063,Isocarbophos,C11H16NO4PS,0,0,,,0,0,31.7765208,0.85370938, ,2.69977,0.00138,
24448-94-0,DTXSID2020509,"5,5-Dimethylbarbituric acid",C6H8N2O3,0,0,0,0,0,0,0,0,0.078343,-0.439148,0.00212,
24615-84-7,DTXSID2027834,2-Carboxyethyl acrylate,C6H8O4,0,0,0,0,0,0,0,0, ,0.0533625,0.000302,
24650-42-8,DTXSID7037715,"2,2-Dimethoxy-1,2-diphenylethanone",C16H16O3,0,0,1.057722631,0.848388824,0,0,117.3071951,0.833282804,41.8794,3.68304,0.00145,
255714-11-5,DTXSID3047556,"3,7-Dimethyloct-6-en-1-yl 2-methylbut-2-enoate",C15H26O2,0,0,,,0,0,0,0, ,5.33078,0.00235,
22629-49-8,DTXSID5047667,2-Tridecenenitrile,C13H23N,0,0,0.887728004,0.541725857,0,0,0,0, ,4.69,0.00483,
10/1/3302,DTXSID6029254,"3,5,5-Trimethylhexanoic acid",C9H18O2,0,0,,,0,0,0,0,5.54626,3.3494,0.00213,
87760-53-0,DTXSID6048836,Tandospirone,C21H29N5O2,0,0,,,0,0,0,0,10.9648,2.06719,0.00204,
25209-66-9,DTXSID3044625,"N,N-Bis(2-hydroxyethyl)formamide",C5H11NO3,0,0,,,0,0,0,0,0.595662,-1.04433,0.0021,
467-55-0,DTXSID7045310,Hecogenin,C27H42O4,0,0,,,0,0,0,0,107.895,3.53708,0.00331,
516-92-7,DTXSID7046700,"(3alpha,5beta)-Cholestan-3-ol",C27H48O,,,,,,,,,1224.62,8.76246,0.000101,
3/6/2095,DTXSID4044872,Bis[4-(glycidyloxy)phenyl]methane,C19H20O4,92.27685219,1.159047168,2.219316071,0.854438961,0,0,219.9402338,0.550989081,100.231,3.38161,5.64E-05,
5/1/4454,DTXSID9027570,"3,4-Dihydro-2-methoxy-2H-pyran",C6H10O2,0,0,,,0,0,0,0,4.01791,0.626777,0.00304,
5694-00-8,DTXSID2031374,Glycidamide,C3H5NO2,,,0,0,,,0,0,0.483059,-0.530509,0.00242,
6864-37-5,DTXSID6029670,Bis(4-amino-3-methylcyclohexyl)methane,C15H30N2,0,0,,,0,0,0,0,86.0994,3.78369,6.06E-05,
28159-98-0,DTXSID3032416,Cybutryne,C11H19N5S,0,0,0,0,0,0,70.67820988,1.107125626,23.3346,3.68008,0.00327,
28768-32-3,DTXSID0042248,"4,4'-Methylenebis(N,N-diglycidylaniline)",C25H30N2O4,53.8651887,1.456227012,1.390080429,1.36134038,66.6574668,0.68055919,333.479924,0.939374833, ,2.82306,0.00387,
31906-04-4,DTXSID1027970,4-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,C13H22O2,0,0,,,0,0,0,0, ,3.10471,0.00176,
33342-05-1,DTXSID4023096,Gliquidone,C27H33N3O6S,0,0,,,0,0,85.94741938,1.403480965,2.34963,1.09342,0.00181,
36443-68-2,DTXSID0044236,Triethylene glycol bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate,C34H50O8,0,0,0,0,0,0,0,0,19.9986,6.12407,0.000208,
52806-53-8,DTXSID8033562,Hydroxyflutamide,C11H11F3N2O4,0,0,0,0,0,0,55.15887645,0.914960147,17.8238,2.70039,4.11E-05,
53112-28-0,DTXSID8034877,Pyrimethanil,C12H13N3,0,0,0,0,0,0,51.73290569,0.660362426,15.8489,2.84142,0.00143,
54593-83-8,DTXSID2032344,Chlorethoxyfos,C6H11Cl4O3PS,0,0,0,0,0,0,0,0,145.881,4.58833,6.18E-05,
55179-31-2,DTXSID2037502,Bitertanol,C20H23N3O2,,,0,0,,,83.75790103,1.188499985,86.2979,4.15899,0.000998,
57018-04-9,DTXSID0034776,Tolclofos-methyl,C9H11Cl2O3PS,0,0,0,0,0,0,29.444041,0.778413812,289.734,4.55904,0.000929,
59198-70-8,DTXSID1048598,Diflucortolone valerate,C27H36F2O5,0,0,,,0,0,47.71136459,1.736089533,24.0436,3.78529,4.44E-05,
60207-93-4,DTXSID2041913,Etaconazole,C14H15Cl2N3O2,0,0,,,0,0,77.99333411,1.062361688,95.7194,3.10017,0.00457,
61213-25-0,DTXSID0041987,Flurochloridone,C12H10Cl2F3NO,0,0,,,0,0,128.8805665,0.953315951,132.434,3.35961,0.000111,
63284-71-9,DTXSID2042220,Nuarimol,C17H12ClFN2O,0,0,,,0,0,146.8869287,0.709096633,199.067,3.18022,0.00238,
64359-81-5,DTXSID5032315,"4,5-Dichloro-2-octyl-3(2H)-isothiazolone",C11H17Cl2NOS,0,0,0,0,0,0,27.93187369,1.595393694,60.256,3.78118,0.00135,
66063-05-6,DTXSID3042261,Pencycuron,C19H21ClN2O,34.58138608,1.316670503,,,31.19503876,0.32756383,68.52367432,1.336942052,63.2412,4.81569,0.000218,
66246-88-6,DTXSID8042260,Penconazole,C13H15Cl2N3,0,0,,,0,0,83.89936716,1.046229029,121.619,4.4311,9.60E-05,
68298-46-4,DTXSID2044715,"2,2-Dimethyl-2,3-dihydro-1-benzofuran-7-amine",C10H13NO,0,0,,,0,0,32.435152,0.980848413,17.9061,2.5167,0.0051,
68694-11-1,DTXSID2032500,Triflumizole,C15H15ClF3N3O,0,0,0.631277322,2.545158949,0,0,0,0,145.881,1.40364,0.00219,
71283-80-2,DTXSID2034598,Fenoxaprop-P-ethyl,C18H16ClNO5,0,0,0.840381434,0.353689628,0,0,47.53948371,0.778413812,230.675,4.57892,0.00421,
71422-67-8,DTXSID5041772,Chlorfluazuron,C20H9Cl3F5N3O3,0,0,1.383410997,1.908259973,34.04076948,1.174723396,0,0,153.109,5.7994,0.000206,
76674-21-0,DTXSID8040727,Flutriafol,C16H13F2N3O,0,0,,,0,0,0,0,72.778,2.29094,0.000305,
79622-59-6,DTXSID7032551,Fluazinam,C13H4Cl2F6N4O4,0,0,1.283579433,1.541725857,0,0,34.09090034,1.825363061,116.681,4.00975,6.06E-05,
83121-18-0,DTXSID6042440,Teflubenzuron,C14H6Cl2F4N2O2,0,0,0.930624683,2.849246456,0,0,0,0,63.8263,4.55737,0.00211,
83164-33-4,DTXSID4041494,Diflufenican,C19H11F5N2O2,0,0,,,0,0,24.09878624,2.004850307,126.183,4.90107,2.69E-05,
84087-01-4,DTXSID6032641,Quinclorac,C10H5Cl2NO2,0,0,0,0,0,0,0,0,6.223,2.77183,0.00197,
86479-06-3,DTXSID3032620,Hexaflumuron,C16H8Cl2F6N2O3,0,0,0,0,0,0,29.33720269,1.480815964,63.2412,5.67693,0.00263,
87130-20-9,DTXSID5037527,Diethofencarb,C14H21NO4,0,0,,,0,0,77.08067245,0.810770097,17.7419,2.91094,0.000531,
87674-68-8,DTXSID4032376,Dimethenamid,C12H18ClNO2S,0,0,0,0,0,0,26.06872018,1.808690477,17.8238,2.14996,0.000514,
87818-31-3,DTXSID3034456,Cinmethylin,C18H26O2,0,0,0,0,0,0,0,0,290.402,4.62022,1.01E-05,
88485-37-4,DTXSID5044998,Fluxofenim,C12H11ClF3NO3,0,0,0.791023262,0.957798725,0,0,0,0,88.9201,2.89744,9.14E-05,
90717-03-6,DTXSID1042364,Quinmerac,C11H8ClNO2,0,0,,,0,0,0,0,3.99945,0.787403,0.000154,
94125-34-5,DTXSID9034868,Prosulfuron,C15H16F3N5O4S,,,0,0,,,,,1.15345,1.89079,0.00192,
95737-68-1,DTXSID1032640,Pyriproxyfen,C20H19NO3,0,0,0,0,0,0,89.75104469,1.114839764,133.352,4.19946,0.0019,
96489-71-3,DTXSID5032573,Pyridaben,C19H25ClN2OS,0,0,1.516905004,0.842755853,0,0,0,0, ,6.3671,7.09E-05,
97780-06-8,DTXSID9034573,Ethametsulfuron-methyl,C15H18N6O6S,,,0,0,,,,,0.350752,1.58967,4.00E-05,
97886-45-8,DTXSID9032379,Dithiopyr,C15H16F5NO2S2,0,0,1.030843486,1.9401901,0,0,64.36231137,1.602021772, ,4.74884,0.00015,
98886-44-3,DTXSID0034930,Fosthiazate,C9H18NO3PS2,0,0,0,0,0,0,38.15985103,0.679341549,9.33254,1.6808,8.36E-05,
98967-40-9,DTXSID4032615,Flumetsulam,C12H9F2N5O2S,0,0,0,0,0,0,0,0,5.98412,1.60967,5.77E-05,
100784-20-1,DTXSID9034650,Halosulfuron-methyl,C13H15ClN6O7S,,,0,0,,,,,0.511682,-0.0166053,9.24E-05,
101463-69-8,DTXSID1041978,Flufenoxuron,C21H11ClF6N2O3,0,0,0,0,0,0,131.0251308,0.906816742,44.3609,5.72211,0.00066,
