DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,LXR_Emax,LXR_assay
DTXSID3027085,Bis[2-(2-butoxyethoxy)ethyl] adipate,141-17-3,C22H42O8,434.287968,Inactive,0,0
DTXSID3027241,2-Chlorobenzyl chloride,611-19-8,C7H6Cl2,159.984656,Active,0.726690415,0.830420977
DTXSID3027293,2-Ethylhexyl 2-methyl-2-propenoate,688-84-6,C12H22O2,198.16198,Inactive,0,0
DTXSID3027297,Dodecanedioic acid,693-23-2,C12H22O4,230.151809,Inactive,0,0
DTXSID3027320,Sodium 4-nitrophenolate,824-78-2,C6H4NNaO3,161.008887,Inactive,0,0
DTXSID3027322,Cyclododecanone,830-13-7,C12H22O,182.167065,Inactive,0,0
DTXSID3027401,4-Thiazolecarbonitrile,1452-15-9,C4H2N2S,109.993869,Inactive,0,0
DTXSID3027403,Tributyltin chloride,1461-22-9,C12H27ClSn,326.082331,Active,1.525805749,2.939665866
DTXSID3027407,Ethyl dichlorophosphate,1498-51-7,C2H5Cl2O2P,161.940422,Inactive,0,0
DTXSID3027530,"1,1,1-Trimethylolpropane trimethacrylate",3290-92-4,C18H26O6,338.172939,Inactive,0,0
DTXSID3027584,"N,N-Dicyclohexyl-2-benzothiazolesulfenamide",4979-32-2,C19H26N2S2,346.153741,Inactive,0,0
DTXSID3027588,"1,1-Methylenebis(4-isocyanatocyclohexane)",5124-30-1,C15H22N2O2,262.168128,Inactive,0,0
DTXSID3027615,Tris(2-chloropropyl) phosphate,6145-73-9,C9H18Cl3O4P,326.000829,Inactive,0,0
DTXSID3027792,Ethyltriacetoxysilane,17689-77-9,C8H14O6Si,234.055965,Inactive,0,0
DTXSID3027798,N-Ethyl-2-methylallylamine,18328-90-0,C6H13N,99.104799,Inactive,0,0
DTXSID3027875,Glyceryl monooleate,25496-72-4,, ,Inactive,0,0
DTXSID3027877,Diisodecylphenyl phosphite,25550-98-5,, ,Active,1.004006131,0.440923586
DTXSID3027902,Methylcyclopentadiene dimer,26472-00-4,, ,Inactive,0,0
DTXSID3028005,3-Phenoxybenzaldehyde,39515-51-0,C13H10O2,198.06808,Inactive,0,0
DTXSID3029154,Cyclopentanone,120-92-3,C5H8O,84.057515,Inactive,0,0
DTXSID3029237,3-(Trimethoxysilyl)propyl methacrylate,2530-85-0,C10H20O5Si,248.108,Inactive,0,0
DTXSID3029289,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",7747-35-5,C7H13NO2,143.094629,Inactive,0,0
DTXSID3029364,4-Methoxy-2-methyl-N-phenylaniline,41317-15-1,C14H15NO,213.115364,Active,1.245335874,0.824798682
DTXSID3029572,Benoxacor,98730-04-2,C11H11Cl2NO2,259.016684,Inactive,0,0
DTXSID3029607,Triethylene glycol dimethacrylate,109-16-0,C14H22O6,286.141638,Inactive,0,0
DTXSID3029653,Ammonium isothiocyanate,1762-95-4,CH4N2S,76.009519,Inactive,0,0
DTXSID3029869,Bezafibrate,41859-67-0,C19H20ClNO4,361.108086,Inactive,0,0
DTXSID3030428,5-(Hydroxymethyl)-2-furfural,67-47-0,C6H6O3,126.031694,Inactive,0,0
DTXSID3030636,Doxorubicin hydrochloride,25316-40-9,C27H30ClNO11,579.150738,Active,1.037431296,2.595992012
DTXSID3031492,Isopropenyl acetate,108-22-5,C5H8O2,100.052429,Inactive,0,0
DTXSID3031860,Perfluorodecanoic acid,335-76-2,C10HF19O2,513.967314,Active,1.055603156,1.495237856
DTXSID3031862,Perfluorohexanoic acid,307-24-4,C6HF11O2,313.980089,Inactive,0,0
DTXSID3031864,Perfluorooctanesulfonic acid,1763-23-1,C8HF17O3S,499.937494,Inactive,0,0
DTXSID3032331,Bis(trichloromethyl)sulfone,3064-70-8,C2Cl6O2S,297.775017,Inactive,0,0
DTXSID3032337,Butralin,33629-47-9,C14H21N3O4,295.153206,Active,0.821529111,0.93063502
DTXSID3032389,Farnesol,4602-84-0,C15H26O,222.198365,Inactive,0,0
DTXSID3032412,Imazamethabenz-methyl,81405-85-8,C16H20N2O3,288.147393,Inactive,0,0
DTXSID3032416,Cybutryne,28159-98-0,C11H19N5S,253.136117,Inactive,0,0
DTXSID3032464,Profenofos,41198-08-7,C11H15BrClO3PS,371.935143,Inactive,0,0
DTXSID3032541,Diiodomethyl 4-methylphenyl sulfone,20018-09-1,C8H8I2O2S,421.83344,Active,0.605618507,1.780485753
DTXSID3032547,Etridiazole,2593-15-9,C5H5Cl3N2OS,245.918817,Inactive,0,0
DTXSID3032549,Fenhexamid,126833-17-8,C14H17Cl2NO2,301.063634,Inactive,0,0
DTXSID3032591,"1-Bromo-3-chloro-5,5-dimethylhydantoin",16079-88-2,C5H6BrClN2O2,239.930118,Inactive,0,0
DTXSID3032620,Hexaflumuron,86479-06-3,C16H8Cl2F6N2O3,459.981616,Inactive,0,0
DTXSID3032622,Hymexazol,10004-44-1,C4H5NO2,99.032028,Inactive,0,0
DTXSID3032624,Kinoprene,42588-37-4,C18H28O2,276.20893,Active,1.029802453,0.516875965
DTXSID3032626,Methiocarb,2032-65-7,C11H15NO2S,225.08235,Inactive,0,0
DTXSID3032628,Methoxyfenozide,161050-58-4,C22H28N2O3,368.209993,Active,0.863096422,0.842755853
DTXSID3032670,(R)-2-(4-Chloro-2-methylphenoxy)propionate,16484-77-8,C10H11ClO3,214.039672,Inactive,0,0
DTXSID3033307,Cetylpyridinium bromide,140-72-7,C21H38BrN,383.218763,Inactive,0,0
DTXSID30340244,"1H,1H,7H-Perfluoroheptyl 4-methylbenzenesulfonate",424-16-8,C14H10F12O3S,486.015903,Inactive,0,0
DTXSID3034113,4-Hydroxyandrostenedione,566-48-3,C19H26O3,302.188195,Inactive,0,0
DTXSID3034165,"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",63612-50-0,C12H10F3N3O4,317.06234,Inactive,0,0
DTXSID3034402,Butachlor,23184-66-9,C17H26ClNO2,311.165207,Inactive,0,0
DTXSID3034456,Cinmethylin,87818-31-3,C18H26O2,274.19328,Inactive,0,0
DTXSID3034458,Clethodim,99129-21-2,C17H26ClNO3S,359.132193,Inactive,0,0
DTXSID3034531,Thiophanate,23564-06-9,C14H18N4O4S2,370.076947,Inactive,0,0
DTXSID3034583,Ethyl 1-naphthaleneacetate,2122-70-5,C14H14O2,214.09938,Inactive,0,0
DTXSID3034612,Fluazifop-butyl,69806-50-4,C19H20F3NO4,383.134443,Inactive,0,0
DTXSID3034614,Flucarbazone-sodium,181274-17-9,C12H10F3N4NaO6S,418.017084,Inactive,0,0
DTXSID3034618,Flufenpyr-ethyl,188489-07-8,C16H13ClF4N2O4,408.049997,Inactive,0,0
DTXSID3034664,Imazamox,114311-32-9,C15H19N3O4,305.137556,Inactive,0,0
DTXSID3034872,Chloridazon,1698-60-8,C10H8ClN3O,221.03559,Inactive,0,0
DTXSID3035214,1-Octen-3-ol,3391-86-4,C8H16O,128.120115,Active,0.791977239,0.976977254
DTXSID3035341,"1,3-Dibromo-5,5-dimethylhydantoin",77-48-5,C5H6Br2N2O2,283.879603,Inactive,0,0
DTXSID3036105,2-tert-Butylcyclohexyl acetate,88-41-5,C12H22O2,198.16198,Inactive,0,0
DTXSID3036286,Citralva,5146-66-7,C10H15N,149.120449,Inactive,0,0
DTXSID3036288,2-Octyl-1-dodecanol,5333-42-6,C20H42O,298.323566,Inactive,0,0
DTXSID3036496,Levonorgestrel,797-63-7,C21H28O2,312.20893,Inactive,0,0
DTXSID3036525,Androsterone,53-41-8,C19H30O2,290.22458,Inactive,0,0
DTXSID3037094,4-Hydroxytamoxifen,68392-35-8,C26H29NO2,387.219829,Active,0.749726098,2.829364978
DTXSID3037208,Diclofenac sodium,15307-79-6,C14H10Cl2NNaO2,316.998628,Active,0.852435981,0.645944966
DTXSID3037541,Endosulfan sulfate,1031-07-8,C9H6Cl6O4S,419.811796,Active,1.293680301,1.623178845
DTXSID3037707,Potassium perfluorobutanesulfonate,29420-49-3,C4F9KO3S,337.90615,Inactive,0,0
DTXSID3037709,Potassium perfluorohexanesulfonate,3871-99-6,C6F13KO3S,437.899763,Inactive,0,0
DTXSID3037757,10-Undecen-1-al,112-45-8,C11H20O,168.151415,Inactive,0,0
DTXSID30378880,"2,2-Difluoroethyl triflate",74427-22-8,C3H3F5O3S,213.972306,Inactive,0,0
DTXSID30382063,"Perfluoro-3,6-dioxaheptanoic acid",151772-58-6,C5HF9O4,295.973112,Inactive,0,0
DTXSID30382104,9-Chloro-perfluorononanoic acid,865-79-2,C9HClF16O2,479.940958,Active,1.660383466,1.015810333
DTXSID3038696,Ethyl benzoate,93-89-0,C9H10O2,150.06808,Active,0.791809323,0.432228912
DTXSID3038771,"2,4-Dimethylpentan-3-one",565-80-0,C7H14O,114.104465,Inactive,0,0
DTXSID3038800,Butyl 4-oxopentanoate,2052-15-5,C9H16O3,172.109944,Inactive,0,0
DTXSID3038808,"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane",2554/6/5,C12H24O4Si4,344.075165,Active,1.659308241,1.836931977
DTXSID3038939,Perfluorooctanesulfonamide,754-91-6,C8H2F17NO2S,498.953478,Active,1.304029653,0.526841423
DTXSID30395037,tris(Trifluoroethoxy)methane,58244-27-2,C7H7F9O3,310.025148,Inactive,0,0
DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",90177-96-1,C8H6F12O2,362.017617,Inactive,0,0
DTXSID3040271,2-Methylquinoline,91-63-4,C10H9N,143.073499,Inactive,0,0
DTXSID3040300,4-Chlorobiphenyl,2051-62-9,C12H9Cl,188.039278,Inactive,0,0
DTXSID3040352,Dinocap,39300-45-3,, ,Inactive,0,0
DTXSID3040693,Acetyl-L-carnitine hydrochloride,5080-50-2,C9H18ClNO4,239.092436,Inactive,0,0
DTXSID3040697,"2,6-Dichlorotoluene",118-69-4,C7H6Cl2,159.984656,Inactive,0,0
DTXSID3040699,"p,p'-DDA",1983/5/6,C14H10Cl2O2,280.005785,Inactive,0,0
DTXSID3040720,"4-Amino-2,6-dichlorophenol",5930-28-9,C6H5Cl2NO,176.974819,Inactive,0,0
DTXSID3040722,4-Cyclohexylcyclohexanol,2433-14-9,C12H22O,182.167065,Active,1.32822819,0.541725857
DTXSID3040728,"Phosphoric acid, dibutyl ester",107-66-4,C8H19O4P,210.102096,Inactive,0,0
DTXSID3040776,Morin hydrate,654055-01-3,C15H14O9,338.063782,Inactive,0,0
DTXSID3041035,(6)-Gingerol,23513-14-6,C17H26O4,294.183109,Inactive,0,0
DTXSID3041247,"1,3-Diphenyl-1,3-propanedione",120-46-7,C15H12O2,224.08373,Inactive,0,0
DTXSID3041293,2-((Dimethylamino)methyl)phenol,120-65-0,C9H13NO,151.099714,Inactive,0,0
DTXSID3041299,Dihydrojasmone lactone,7011-83-8,C11H20O2,184.14633,Inactive,0,0
DTXSID3041372,"2,5-Dichloro-3-nitrobenzoic acid",88-86-8,C7H3Cl2NO4,234.943913,Inactive,0,0
DTXSID3041376,"2,6-Dimethyl-4-tridecylmorpholine",24602-86-6,C19H39NO,297.303165,Inactive,0,0
DTXSID3041405,2-Chloro-4-nitrobenzamide,3011-89-0,C7H5ClN2O3,199.99887,Inactive,0,0
DTXSID3041409,2-Chloro-N-phenylacetamide,587-65-5,C8H8ClNO,169.029442,Active,2.413133751,0.673271925
DTXSID3041530,"7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt",139-88-8,C14H29NaO4S,316.168425,Inactive,0,0
DTXSID3041580,Iminodiacetonitrile,628-87-5,C4H5N3,95.048347,Inactive,0,0
DTXSID3041611,Ascorbyl palmitate,137-66-6,C22H38O7,414.261754,Active,1.564574165,0.661277432
DTXSID3041615,Aziprotryne,4658-28-0,C7H11N7S,225.079665,Inactive,0,0
DTXSID3041661,2-Hydroxybenzonitrile,611-20-1,C7H5NO,119.037114,Inactive,0,0
DTXSID3041663,Benzyl cinnamate,103-41-3,C16H14O2,238.09938,Inactive,0,0
DTXSID3041665,Benzalkonium chloride C16 (BAC C16),122-18-9,C25H46ClN,395.331878,Active,0.749701731,1.380937402
DTXSID3041744,C.I. Solvent Red 49,509-34-2,C28H30N2O3,442.225643,Inactive,0,0
DTXSID3041790,Citronellal,106-23-0,C10H18O,154.135765,Inactive,0,0
DTXSID3041794,Cloquintocet-mexyl,99607-70-2,C18H22ClNO3,335.128821,Active,0.78401568,0.541725857
DTXSID3041877,Dimethylbenzylcarbinyl acetate,151-05-3,C12H16O2,192.11503,Inactive,0,0
DTXSID3041954,3-Octanone,106-68-3,C8H16O,128.120115,Inactive,0,0
DTXSID3042007,Glyceryl monoricinoleate,1323-38-2,, ,Active,2.640585786,0.27204081
DTXSID3042059,Isopentyl butyrate,106-27-4,C9H18O2,158.13068,Inactive,0,0
DTXSID3042130,Diphenylmercury(II),587-85-9,C12H10Hg,356.048893,Inactive,0,0
DTXSID3042219,Propylbenzene,103-65-1,C9H12,120.0939,Inactive,0,0
DTXSID3042263,Pentachlorothioanisole,1825-19-0,C7H3Cl5S,293.83981,Active,1.870017729,1.110511659
DTXSID3042269,Phenkapton,2275-14-1,C11H15Cl2O2PS3,375.934886,Inactive,0,0
DTXSID3042390,Sodium (2-pyridylthio)-N-oxide,3811-73-2,C5H4NNaOS,148.991129,Active,0.623015551,1.606460221
DTXSID3042394,Sodium 1-naphthalenesulfonate,130-14-3,C10H7NaO3S,230.00136,Inactive,0,0
DTXSID3042423,Sucrose octaacetate,126-14-7,C28H38O19,678.200729,Inactive,0,0
DTXSID3042477,Tolnaftate,2398-96-1,C19H17NOS,307.103085,Inactive,0,0
DTXSID3042500,Triphenyltin fluoride,379-52-2,C18H15FSn,370.017981,Active,1.583671391,2.808909625
DTXSID3042508,Uric acid,69-93-2,C5H4N4O3,168.02834,Inactive,0,0
DTXSID3042633,Clomipramine hydrochloride,17321-77-6,C19H24Cl2N2,350.131654,Active,0.721534491,1.541725857
DTXSID3044201,Quetiapine fumarate,111974-72-2,C46H54N6O8S2,882.344455,Inactive,0,0
DTXSID3044203,Pioglitazone hydrochloride,112529-15-4,C19H21ClN2O3S,392.096141,Inactive,0,0
DTXSID3044205,Rabeprazole sodium,117976-90-6,C18H20N3NaO3S,381.112307,Inactive,0,0
DTXSID3044332,Benzyltrimethylammonium hydroxide,100-85-6,C10H17NO,167.131014,Inactive,0,0
DTXSID3044338,"2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)-2-propanol",120983-64-4,C14H15Cl2N3O,311.059217,Inactive,0,0
DTXSID3044380,"1,2-Diphenylethanedione",134-81-6,C14H10O2,210.06808,Inactive,0,0
DTXSID3044384,"(2S,5R)-2-Isopropyl-5-methylcyclohexan-1-one",14073-97-3,C10H18O,154.135765,Inactive,0,0
DTXSID3044413,1-Ethyl-2-pyrrolidinone,2687-91-4,C6H11NO,113.084064,Inactive,0,0
DTXSID3044415,"N,N'-1,3-Phenylenedimaleimide",3006-93-7,C14H8N2O4,268.048407,Inactive,0,0
DTXSID3044461,5-Methyl-2-(1-methylethenyl)cyclohexanol,7786-67-6,C10H18O,154.135765,Inactive,0,0
DTXSID3044463,Ethenyl(triethoxy)silane,78-08-0,C8H18O3Si,190.102521,Inactive,0,0
DTXSID3044465,"2,4-Diaminobenzenesulfonic acid",88-63-1,C6H8N2O3S,188.025563,Inactive,0,0
DTXSID3044544,3-Hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide,135-65-9,C17H12N2O4,308.079707,Inactive,0,0
DTXSID3044590,"2',4',5',7'-Tetrabromofluorescein",15086-94-9,C20H8Br4O5,643.710525,Inactive,0,0
DTXSID3044598,Panthenol,16485-10-2,C9H19NO4,205.131408,Inactive,0,0
DTXSID3044621,"3,3'-(1,1,3,3-Tetramethyldisiloxane-1,3-diyl)dipropan-1-amine",2469-55-8,C10H28N2OSi2,248.174017,Inactive,0,0
DTXSID3044629,"4,4'-Diazene-1,2-diylbis(4-cyanopentanoic acid)",2638-94-0,C12H16N4O4,280.117155,Inactive,0,0
DTXSID3044700,"N,N,N,N',N',N'-Hexamethylhexane-1,6-diaminium dichloride",60-25-3,C12H30Cl2N2,272.178604,Inactive,0,0
DTXSID3044702,N-Benzyl-N-hydroxy-1-phenylmethanamine,621-07-8,C14H15NO,213.115364,Inactive,0,0
DTXSID3044704,"Sodium 2,6-dibromo-4-(3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-2,2-dioxido-3H-1,2-benzoxathiol-3-yl)-3-methylphenolate",62625-32-5,C21H13Br4NaO5S,715.711491,Inactive,0,0
DTXSID3044750,4-Methoxy-2-nitroaniline,96-96-8,C7H8N2O3,168.053492,Inactive,0,0
DTXSID3044752,Diprop-2-en-1-yl (2Z)-but-2-enedioate,999-21-3,C10H12O4,196.073559,Active,0.882796282,1.234447098
DTXSID3044754,Prop-2-en-1-yl heptanoate,142-19-8,C10H18O2,170.13068,Inactive,0,0
DTXSID3044831,1-Butoxy-1-oxopropan-2-yl butanoate,7492-70-8,C11H20O4,216.136159,Inactive,0,0
DTXSID3044833,Terpinyl propionate,80-27-3,C13H22O2,210.16198,Inactive,0,0
DTXSID3044835,4-{2-Oxo-2-[3-(trifluoromethyl)phenyl]ethyl}benzonitrile,146653-56-7,C16H10F3NO,289.071448,Inactive,0,0
DTXSID3044883,Butane-1-sulfonyl chloride,2386-60-9,C4H9ClO2S,156.001178,Inactive,0,0
DTXSID3044889,"2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione",2460-77-7,C14H20O2,220.14633,Active,1.004156193,0.913534817
DTXSID3044910,"Hex-3-yne-2,5-diol",3031-66-1,C6H10O2,114.06808,Active,0.955442992,0.705952661
DTXSID3044914,"3,5-Dichlorosalicylic acid",320-72-9,C7H4Cl2O3,205.953749,Inactive,0,0
DTXSID3044918,"1,3,5-Tribromo-2-(prop-2-en-1-yloxy)benzene",3278-89-5,C9H7Br3O,367.804704,Inactive,0,0
DTXSID3044960,"1,3-Propanediol, bis(4-aminobenzoate)",57609-64-0,C17H18N2O4,314.126657,Inactive,0,0
DTXSID3044962,"3,3'-Sulphonyldianiline",599-61-1,C12H12N2O2S,248.061949,Inactive,0,0
DTXSID3044966,"N-(4-Methylpentan-2-yl)-N-phenylbenzene-1,4-diamine",61931-82-6,C18H24N2,268.193949,Inactive,0,0
DTXSID3047001,Phenylacetaldehyde dimethyl acetal,101-48-4,C10H14O2,166.09938,Inactive,0,0
DTXSID3047051,Ocimene-Limonene mixture,NOCAS_47051,, ,Inactive,0,0
DTXSID3047053,(R)-alpha-Phellandrene,4221-98-1,C10H16,136.125201,Inactive,0,0
DTXSID3047055,"2,6,10,10-Tetramethyl-1-oxaspiro[4.5]dec-6-ene",36431-72-8,C13H22O,194.167065,Inactive,0,0
DTXSID3047057,Ethyl isovalerate,108-64-5,C7H14O2,130.09938,Inactive,0,0
DTXSID3047059,Butyrophenone,495-40-9,C10H12O,148.088815,Inactive,0,0
DTXSID3047130,Benzyl (2E)-2-methylbut-2-enoate,37526-88-8,C12H14O2,190.09938,Inactive,0,0
DTXSID3047136,Bromopentafluorobenzene,344-04-7,C6BrF5,245.910354,Inactive,0,0
DTXSID3047138,tert-Butylbenzene,1998/6/6,C10H14,134.10955,Inactive,0,0
DTXSID3047180,Triisodecyl trimellitate,36631-30-8,, ,Inactive,0,0
DTXSID3047184,"2,3,5-Trimethylphenol",697-82-5,C9H12O,136.088815,Inactive,0,0
DTXSID3047186,Isobutyl salicylate,87-19-4,C11H14O3,194.094294,Inactive,0,0
DTXSID3047188,2-Cyclohexylethyl acetate,21722-83-8,C10H18O2,170.13068,Inactive,0,0
DTXSID3047261,"(2S,3S)-3-Methyl-2-(3-oxo-1,2-benzothiazol-2(3H)-yl)pentanoic acid",177785-47-6,C13H15NO3S,265.077265,Inactive,0,0
DTXSID3047263,PharmaGSID_47263,349495-42-7,C15H16N4O2,284.127326,Inactive,0,0
DTXSID3047265,CP-471358,NOCAS_47265,C21H23FN2O7S,466.121,Inactive,0,0
DTXSID3047267,CP-642931,NOCAS_47267,C17H25N7O,343.212058,Inactive,0,0
DTXSID3047342,SR125047,NOCAS_47342,C22H27Cl2NO,391.14697,Inactive,0,0
DTXSID3047344,Cariporide mesylate,159138-81-5,C13H21N3O6S2,379.087178,Inactive,0,0
DTXSID3047346,SSR162369,NOCAS_47346,C18H22F2N6O,376.182316,Inactive,0,0
DTXSID3047348,SSR504734,742693-38-5,C20H20ClF3N2O,396.121625,Inactive,0,0
DTXSID3047394,Grinstad Soft-N-Safe,NOCAS_47394,, ,Inactive,0,0
DTXSID3047425,4-Butylphenol,1638-22-8,C10H14O,150.104465,Inactive,0,0
DTXSID3047429,Dexamethasone sodium phosphate,2392-39-4,C22H28FNa2O8P,516.130122,Inactive,0,0
DTXSID3047471,2-Methyl-3-buten-2-ol,115-18-4,C5H10O,86.073165,Inactive,0,0
DTXSID3047473,Polymethylene polyphenyl polyisocyanate,9016-87-9,, ,Inactive,0,0
DTXSID3047477,dl-Norgestrel,6533-00-2,C21H28O2,312.20893,Inactive,0,0
DTXSID3047508,Salicylic acid p-tolyl ester,607-88-5,C14H12O3,228.078644,Inactive,0,0
DTXSID3047552,Hexyl hexanoate,6378-65-0,C12H24O2,200.17763,Inactive,0,0
DTXSID3047554,(3Z)-Hex-3-en-1-yl benzoate,25152-85-6,C13H16O2,204.11503,Inactive,0,0
DTXSID3047558,2-(Perfluorohexyl)ethyl methacrylate,2144-53-8,C12H9F13O2,432.039496,Inactive,0,0
DTXSID3047633,Ethyl oleate,111-62-6,C20H38O2,310.28718,Inactive,0,0
DTXSID3047639,Methyl 2-nonynoate,111-80-8,C10H16O2,168.11503,Inactive,0,0
DTXSID3047712,Cornmint oil,68917-18-0,, ,Inactive,0,0
DTXSID3047716,"3-Methyl-1,2-cyclopentanedione",765-70-8,C6H8O2,112.052429,Inactive,0,0
DTXSID3047760,Tetrahydrothiophene,110-01-0,C4H8S,88.034671,Inactive,0,0
DTXSID3047891,Bisphenol E,2081/8/5,C14H14O2,214.09938,Inactive,0,0
DTXSID3048520,Piragliatin,625114-41-2,C19H20ClN3O4S,421.086305,Inactive,0,0
DTXSID3051381,Di-p-methylbenzylidenesorbitol,81541-12-0,C22H26O6,386.172939,Inactive,0,0
DTXSID3051707,Iron(III) acetylacetonate,14024-18-1,C15H21FeO6,353.068749,Inactive,0,0
DTXSID3051834,2-(4-tert-Butylphenoxy)cyclohexanol,1942-71-8,C16H24O2,248.17763,Inactive,0,0
DTXSID3051836,3-Mercapto-1-propanol,19721-22-3,C3H8OS,92.029586,Inactive,0,0
DTXSID3052010,"1,1,3,3-Tetramethyldisiloxane",3277-26-7,C4H14OSi2,134.058318,Inactive,0,0
DTXSID3052060,Methyl 3-methoxypropionate,3852/9/3,C5H10O3,118.062994,Inactive,0,0
DTXSID3052228,(-)Bornyl acetate,5655-61-8,C12H20O2,196.14633,Inactive,0,0
DTXSID3052278,2-Chlorobenzamide,609-66-5,C7H6ClNO,155.013791,Inactive,0,0
DTXSID3052301,2-Methylpent-2-enal,623-36-9,C6H10O,98.073165,Inactive,0,0
DTXSID3052307,"1,3,5-Tribromobenzene",626-39-1,C6H3Br3,311.778489,Inactive,0,0
DTXSID3052309,3-Chloropyridine,626-60-8,C5H4ClN,113.003227,Inactive,0,0
DTXSID3052511,Trityl chloride,76-83-5,C19H15Cl,278.086228,Active,0.736950862,1.788788514
DTXSID3052567,Bis(2-chloroethyl)amine hydrochloride,821-48-7,C4H10Cl3N,176.987882,Inactive,0,0
DTXSID3052648,1-Methylpyrrole,96-54-8,C5H7N,81.057849,Inactive,0,0
DTXSID3059921,Perfluorotetradecanoic acid,376-06-7,C14HF27O2,713.95454,Inactive,0,0
DTXSID3059927,Hexafluoroamylene glycol,376-90-9,C5H6F6O2,212.027198,Inactive,0,0
DTXSID3059971,1-Bromoheptafluoropropane,422-85-5,C3BrF7,247.90716,Inactive,0,0
DTXSID30627108,((Perfluorooctyl)ethyl)phosphonic acid,80220-63-9,C10H6F17O3P,527.97831,Inactive,0,0
DTXSID3065586,(Perfluoropropyl)methyl methacrylate,13695-31-3,C8H7F7O2,268.033427,Inactive,0,0
DTXSID3066215,(Heptafluorobutanoyl)pivaloylmethane,17587-22-3,C10H11F7O2,296.064727,Inactive,0,0
DTXSID30858874,EPAMED_Water_Set2-8,NOCAS_858874,, ,Inactive,0,0
DTXSID30858879,EPAMED_Water_Set2-13,NOCAS_858879,, ,Inactive,0,0
DTXSID30858894,EPAMED_Water_Set2-28,NOCAS_858894,, ,Inactive,0,0
DTXSID30858899,EPAMED_Water_Set2-33,NOCAS_858899,, ,Inactive,0,0
DTXSID30858910,EPAMED_Water_Set2-44,NOCAS_858910,, ,Inactive,0,0
DTXSID30858915,EPAMED_Water_Set2-49,NOCAS_858915,, ,Inactive,0,0
DTXSID30865801,Tetrahydrocurcumin,36062-04-1,C21H24O6,372.157288,Inactive,0,0
DTXSID30872712,EPAMED_Water_Set3-7,NOCAS_872712,, ,Inactive,0,0
DTXSID30872717,EPAMED_Water_Set3-12,NOCAS_872717,, ,Inactive,0,0
DTXSID30872732,EPAMED_Water_Set3-27,NOCAS_872732,, ,Inactive,0,0
DTXSID30872737,EPAMED_Water_Set3-32,NOCAS_872737,, ,Inactive,0,0
DTXSID30872752,EPAMED_Water_Set3-47,NOCAS_872752,, ,Inactive,0,0
DTXSID30872757,EPAMED_Water_Set3-52,NOCAS_872757,, ,Inactive,0,0
DTXSID30880413,"3-(Perfluorohexyl)-1,2-epoxypropane",38565-52-5,C9H5F13O,376.013281,Inactive,0,0
DTXSID30891564,4:2 Fluorotelomer sulfonic acid,757124-72-4,C6H5F9O3S,327.981569,Inactive,0,0
DTXSID30903833,EPAMED_Water_Set4-9,NOCAS_903833,, ,Inactive,0,0
DTXSID30903838,EPAMED_Water_Set4-14,NOCAS_903838,, ,Inactive,0,0
DTXSID30903853,EPAMED_Water_Set4-29,NOCAS_903853,, ,Inactive,0,0
DTXSID30903858,EPAMED_Water_Set4-44,NOCAS_903858,, ,Inactive,0,0
DTXSID30903873,EPAMED_Water_Set5-14,NOCAS_903873,, ,Inactive,0,0
DTXSID30903878,EPAMED_Water_Set5-19,NOCAS_903878,, ,Inactive,0,0
DTXSID30903893,EPAMED_Water_Set5-34,NOCAS_903893,, ,Inactive,0,0
DTXSID40108559,Ammonium perfluoro-2-methyl-3-oxahexanoate,62037-80-3,C6H4F11NO3,347.001553,Inactive,0,0
DTXSID401339551,AFFF Solberg Unfractionated (1X),NOCAS_1339551,, ,Active,2.697878607,4.365634598
DTXSID40187142,Pentadecafluorooctanoyl chloride,335-64-8,C8ClF15O,431.939815,Inactive,0,0
DTXSID4020088,Chloralose,15879-93-3,C8H11Cl3O6,307.962121,Inactive,0,0
DTXSID4020119,Azathioprine,446-86-6,C9H7N7O2S,277.038194,Inactive,0,0
DTXSID4020161,Biphenyl,92-52-4,C12H10,154.07825,Inactive,0,0
DTXSID4020240,Caprolactam,105-60-2,C6H11NO,113.084064,Inactive,0,0
DTXSID4020242,Captafol,2425/6/1,C10H9Cl4NO2S,346.910811,Inactive,0,0
DTXSID4020248,Carbazole,86-74-8,C12H9N,167.073499,Inactive,0,0
DTXSID4020290,"[4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio]acetic acid",50892-23-4,C14H14ClN3O2S,323.049526,Inactive,0,0
DTXSID4020292,2-Chloroacetaldehyde,107-20-0,C2H3ClO,77.987242,Active,1.822359773,0.65693546
DTXSID4020294,4'-(Chloroacetyl)acetanilide,140-49-8,C10H10ClNO2,211.040006,Active,0.928467307,1.467688823
