PREFERRED NAME,DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,PPARg_antagonist_ch1,PPARg_Emax,PPARg_assay
Ambrisentan,DTXSID4046282,177036-94-1,C22H22N2O4,378.157957,Inactive,0,0
Nitroxoline,DTXSID4046284,4008-48-4,C9H6N2O3,190.037842,Inactive,0,0
Sulfaethidole,DTXSID4046286,94-19-9,C10H12N4O2S2,284.040168,Inactive,0,0
Pexantel,DTXSID4046288,10001-13-5,C12H22N2O,210.173213,Inactive,0,0
Naltrexone,DTXSID4046313,16590-41-3,C20H23NO4,341.162708,Inactive,0,0
Quinelorane,DTXSID4046315,97466-90-5,C14H22N4,246.184447,Inactive,0,0
Fudosteine,DTXSID4046440,13189-98-5,C6H13NO3S,179.061614,Inactive,0,0
Pargeverine hydrochloride,DTXSID4046442,2765-97-1,C21H24ClNO3,373.144471,Inactive,0,0
Alibendol,DTXSID4046490,26750-81-2,C13H17NO4,251.115758,Inactive,0,0
Sunitinib malate,DTXSID4046492,341031-54-7,C26H33FN4O7,532.233328,Inactive,0,0
D-(-)-Mandelic acid,DTXSID4046523,611-71-2,C8H8O3,152.047344,Inactive,0,0
Flamenol,DTXSID4046525,2174-64-3,C7H8O3,140.047344,Inactive,0,0
Decominol hydrochloride,DTXSID4046529,60812-23-9,C13H30ClNO2,267.196507,Inactive,0,0
Alovudine,DTXSID4046579,25526-93-6,C10H13FN2O4,244.085935,Inactive,0,0
Marbofloxacin,DTXSID4046600,115550-35-1,C17H19FN4O4,362.139033,Inactive,0,0
Trifluridine,DTXSID4046602,70-00-8,C10H11F3N2O5,296.062006,Inactive,0,0
Imidocarb dipropionate,DTXSID4046604,55750-06-6,C25H32N6O5,496.243418,Inactive,0,0
Benzyldimethyltetradecylammonium chloride dihydrate,DTXSID4046606,147228-81-7,C23H46ClNO2,403.321707,Inactive,0,0
Capreomycin IB,DTXSID4046652,33490-33-4,C25H44N14O7,652.35174,Inactive,0,0
Lazabemide hydrochloride,DTXSID4046739,103878-83-7,C8H11Cl2N3O,235.027917,Inactive,0,0
Nolatrexed dihydrochloride,DTXSID4046810,152946-68-4,C14H14Cl2N4OS,356.026538,Inactive,0,0
Desmopressin acetate,DTXSID4046864,62288-83-9,C48H68N14O14S2,1128.448085,Inactive,0,0
Promazine hydrochloride,DTXSID4046949,53-60-1,C17H21ClN2S,320.111398,Inactive,0,0
"2,6-Dimethoxybenzoic acid",DTXSID4046999,1466-76-8,C9H10O4,182.057909,Inactive,0,0
Zinc neodecanoate,DTXSID4047040,27253-29-8,, ,Inactive,0,0
alpha-Irone,DTXSID4047042,79-69-6,C14H22O,206.167065,Inactive,0,0
Ethyl dodecanoate,DTXSID4047044,106-33-2,C14H28O2,228.20893,Inactive,0,0
Butyl 2-methylbutyrate,DTXSID4047046,15706-73-7,C9H18O2,158.13068,Inactive,0,0
5-Methylquinoxaline,DTXSID4047090,13708-12-8,C9H8N2,144.068748,Inactive,0,0
cis-Jasmone,DTXSID4047092,488-10-8,C11H16O,164.120115,Inactive,0,0
Ethyl benzoylacetate,DTXSID4047094,94-02-0,C11H12O3,192.078644,Inactive,0,0
Piperazine dihydrochloride,DTXSID4047096,142-64-3,C4H12Cl2N2,158.037754,Inactive,0,0
3-Phenylbutyraldehyde,DTXSID4047098,16251-77-7,C10H12O,148.088815,Inactive,0,0
2-Benzofurancarboxaldehyde,DTXSID4047121,4265-16-1,C9H6O2,146.036779,Inactive,0,0
Nonyl acetate,DTXSID4047123,143-13-5,C11H22O2,186.16198,Inactive,0,0
9-Decenyl acetate,DTXSID4047125,50816-18-7,C12H22O2,198.16198,Inactive,0,0
4-(tert-Pentyl)-cyclohexanone,DTXSID4047127,16587-71-6,C11H20O,168.151415,Inactive,0,0
Methyl geranate,DTXSID4047129,2349-14-6,C11H18O2,182.13068,Inactive,0,0
Sodium pantothenate,DTXSID4047173,867-81-2,C9H16NNaO5,241.092617,Inactive,0,0
4-Phenyltoluene,DTXSID4047177,644-08-6,C13H12,168.0939,Inactive,0,0
Isocetyl stearate,DTXSID4047179,25339-09-7,, ,Inactive,0,0
Dihydro-beta-ionone,DTXSID4047200,17283-81-7,C13H22O,194.167065,Inactive,0,0
alpha-Farnesene,DTXSID4047202,502-61-4,C15H24,204.187801,Inactive,0,0
trans-2-Methoxycinnamaldehyde,DTXSID4047206,60125-24-8,C10H10O2,162.06808,Inactive,0,0
Ingliforib,DTXSID4047252,186392-65-4,C23H24ClN3O5,457.140449,Inactive,0,0
CP-457920,DTXSID4047254,220860-50-4,C18H17N3O3,323.126991,Inactive,0,0
Enadoline,DTXSID4047258,124378-77-4,C24H32N2O3,396.241293,Inactive,0,0
MK-547,DTXSID4047331,331623-06-4,C31H31NNa2O7,575.189591,Inactive,0,0
PharmaGSID_47333,DTXSID4047333,NOCAS_47333,C22H30N4O2,382.236876,Inactive,0,0
MK-812,DTXSID4047335,851916-42-2,C28H40F3N3O7,587.281835,Inactive,0,0
PharmaGSID_47337,DTXSID4047337,1061517-62-1,C34H31N4NaO4,582.2243,Active,48.80644157,1.399338559
SR144190,DTXSID4047339,181640-09-5,C33H39ClF2N4O3,612.267875,Inactive,0,0
AVE8923,DTXSID4047381,NOCAS_47381,C21H27BrClFN2O2S,504.064918,Inactive,0,0
AVE3247,DTXSID4047383,1437319-46-4,C25H23ClN5NaO4S,547.105697,Inactive,0,0
SAR377142,DTXSID4047385,NOCAS_47385,C28H37ClN6O6,588.246311,Inactive,0,0
SAR102779,DTXSID4047387,NOCAS_47387,C35H38Cl2FN3O7,701.207084,Inactive,0,0
SAR 150640,DTXSID4047389,433212-21-6,C25H35ClN2O7S,542.18535,Inactive,0,0
Linalyl cinnamate,DTXSID4047410,78-37-5,C19H24O2,284.17763,Inactive,0,0
1-(4-Methoxyphenyl)-1-pentene-3-one,DTXSID4047412,104-27-8,C12H14O2,190.09938,Inactive,0,0
"Hexa-2,4-dienyl isobutyrate",DTXSID4047414,16491-24-0,C10H16O2,168.11503,Inactive,0,0
2-methyl-6-methylideneoct-7-en-2-yl acetate,DTXSID4047416,1118-39-4,C12H20O2,196.14633,Inactive,0,0
Acetaldehyde ethyl cis-3-hexenyl acetal,DTXSID4047418,28069-74-1,C10H20O2,172.14633,Inactive,0,0
3-Carene,DTXSID4047462,13466-78-9,C10H16,136.125201,Inactive,0,0
2-Ethyl-3-methylpyrazine,DTXSID4047464,15707-23-0,C7H10N2,122.084398,Inactive,0,0
2-Isopropoxyethanol,DTXSID4047466,109-59-1,C5H12O2,104.08373,Inactive,0,0
2-tert-Butyl-6-methylphenol,DTXSID4047468,2219-82-1,C11H16O,164.120115,Inactive,0,0
Furalaxyl,DTXSID4047543,57646-30-7,C17H19NO4,301.131408,Inactive,0,0
3-Thiatetradecanoic acid,DTXSID4047545,116296-31-2,C13H26O2S,246.165351,Active,40.78860806,0.980433347
Hydroxycitronellal dimethyl acetal,DTXSID4047547,141-92-4,C12H26O3,218.188195,Inactive,0,0
"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate",DTXSID4047549,6290-17-1,C9H16O4,188.104859,Inactive,0,0
Allyl-alpha-ionone,DTXSID4047591,79-78-7,C16H24O,232.182715,Inactive,0,0
alpha-Phellandrene,DTXSID4047593,99-83-2,C10H16,136.125201,Inactive,0,0
Poloxalene,DTXSID4047597,9003/11/6,, ,Inactive,0,0
Hexyl 2-methylbutanoate,DTXSID4047599,10032-15-2,C11H22O2,186.16198,Inactive,0,0
Oxacycloheptadecan-2-one,DTXSID4047622,109-29-5,C16H30O2,254.22458,Inactive,0,0
Butyl undec-10-enoate,DTXSID4047624,109-42-2,C15H28O2,240.20893,Inactive,0,0
Dicyclohexyl disulfide,DTXSID4047628,2550-40-5,C12H22S2,230.116293,Inactive,0,0
4-Hexen-3-one,DTXSID4047670,2497-21-4,C6H10O,98.073165,Inactive,0,0
Flubendiamide,DTXSID4047672,272451-65-7,C23H22F7IN2O4S,682.02332,Inactive,0,0
"4,5-Dimethyl-3-hydroxy-2,5-dihydrofuran-2-one",DTXSID4047674,28664-35-9,C6H8O3,128.047344,Inactive,0,0
"5,6,7,8-Tetrahydroquinoxaline",DTXSID4047678,34413-35-9,C8H10N2,134.084398,Inactive,0,0
2-Methyl-4-oxo-4H-pyran-3-yl isobutyrate,DTXSID4047703,65416-14-0,C10H12O4,196.073559,Inactive,0,0
12-Oxahexadecanolide,DTXSID4047705,6707-60-4,C15H28O3,256.203845,Inactive,0,0
(Methylthio)methylpyrazine,DTXSID4047707,67952-65-2,C6H8N2S,140.040819,Inactive,0,0
Cananga oil,DTXSID4047709,68606-83-7,, ,Inactive,0,0
Diethylpropion hydrochloride,DTXSID4047838,134-80-5,C13H20ClNO,241.123342,Inactive,0,0
3-Hydroxybenzophenone,DTXSID4047880,13020-57-0,C13H10O2,198.06808,Inactive,0,0
Phenylparaben,DTXSID4047882,17696-62-7,C13H10O3,214.062994,Inactive,0,0
1-Ethyl-3-methylimidazolium thiocyanate,DTXSID4047884,331717-63-6,C7H11N3S,169.067369,Inactive,0,0
"4′-Hydroxy-2,4-dimethoxybenzophenone",DTXSID4047886,41351-30-8,C15H14O4,258.089209,Inactive,0,0
Triethylsulfonium bis(trifluoromethanesulfonyl)imide,DTXSID4047888,321746-49-0,C8H15F6NO4S3,399.00674,Inactive,0,0
1-Butyl-3-methylimidazolium hexafluorophosphate,DTXSID4047911,174501-64-5,C8H15F6N2P,284.087704,Inactive,0,0
1-Decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,DTXSID4047913,433337-23-6,C16H27F6N3O4S2,503.134718,Inactive,0,0
1-Decyl-3-methylimidazolium tetrafluoroborate,DTXSID4047915,244193-56-4,C14H27BF4N2,310.220342,Inactive,0,0
1-Dodecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,DTXSID4047917,404001-48-5,C18H31F6N3O4S2,531.166018,Inactive,0,0
1-Dodecyl-3-methylimidazolium hexafluorophosphate,DTXSID4047919,219947-93-0,C16H31F6N2P,396.212905,Inactive,0,0
4-Hydroxy-4'-chlorobenzophenone,DTXSID4047961,42019-78-3,C13H9ClO2,232.029107,Inactive,0,0
Bisphenol Z,DTXSID4047963,843-55-0,C18H20O2,268.14633,Inactive,0,0
1-Ethyl-3-methylimidazolium trifluoromethanesulfonate,DTXSID4047965,145022-44-2,C7H11F3N2O3S,260.044248,Inactive,0,0
1-Ethyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,DTXSID4047967,174899-82-2,C8H11F6N3O4S2,391.009517,Inactive,0,0
Trolamine salicylate,DTXSID4047969,2174-16-5,C13H21NO6,287.136887,Inactive,0,0
"4,4'-Methylenebis(2,6-diethylaniline)",DTXSID4048191,13680-35-8,C21H30N2,310.240899,Inactive,0,0
"4,4'-Di-tert-butylbiphenyl",DTXSID4048193,1625-91-8,C20H26,266.203451,Inactive,0,0
4-(Hexyloxy)phenol,DTXSID4048195,18979-55-0,C12H18O2,194.13068,Inactive,0,0
4-Butyloxyaniline,DTXSID4048199,4344-55-2,C10H15NO,165.115364,Inactive,0,0
Ro 3280,DTXSID4048511,1062243-51-9,C27H35F2N7O3,543.276944,Inactive,0,0
PharmaGSID_48513,DTXSID4048513,825643-57-0,C30H30F7N3O3,613.217539,Inactive,0,0
PharmaGSID_48519,DTXSID4048519,686756-87-6,C22H20BrN5O4,497.069867,Inactive,0,0
Garenoxacin mesylate hydrate,DTXSID4048644,223652-90-2,C24H26F2N2O8S,540.137793,Inactive,0,0
Carfilzomib,DTXSID4048690,868540-17-4,C40H57N5O7,719.425799,Active,59.97964331,3.763398699
Pivoxil Sulbactam,DTXSID4048692,69388-79-0,C14H21NO7S,347.103873,Inactive,0,0
Fenamol,DTXSID4048694,5467-78-7,C7H7N5,161.070145,Inactive,0,0
Sulfaethoxypyridazine,DTXSID4048696,963-14-4,C12H14N4O3S,294.078662,Inactive,0,0
Benzyldodecyldimethylammonium bromide,DTXSID4048698,7281/4/1,C21H38BrN,383.218763,Inactive,0,0
Bamifylline Hydrochloride,DTXSID4048721,20684-06-4,C20H28ClN5O3,421.188067,Inactive,0,0
Cadralazine,DTXSID4048725,64241-34-5,C12H21N5O3,283.16444,Inactive,0,0
Dicyclopentamethylenethiuram disulfide,DTXSID4048727,94-37-1,C12H20N2S4,320.050933,Inactive,0,0
Tesaglitazar,DTXSID4048773,251565-85-2,C20H24O7S,408.124274,Inactive,0,0
Depolipon,DTXSID4048777,16488-48-5,C17H29ClN2O2,328.191756,Inactive,0,0
Etomidoline,DTXSID4048800,21590-92-1,C23H29N3O2,379.225977,Inactive,0,0
Pibutidine,DTXSID4048802,103922-33-4,C19H24N4O3,356.184841,Inactive,0,0
Pamicogrel,DTXSID4048804,101001-34-7,C25H24N2O4S,448.145678,Inactive,0,0
Dalcotidine,DTXSID4048806,120958-90-9,C18H29N3O2,319.225977,Inactive,0,0
Mebanazine sulfate,DTXSID4048808,3979-76-8,C8H14N2O4S,234.067428,Inactive,0,0
Sulcaine,DTXSID4048850,41653-21-8,C16H22N2O3,290.163043,Inactive,0,0
Mepranoprofen arbamel,DTXSID4048852,118635-52-2,C20H22N2O4,354.157957,Inactive,0,0
Bucolome,DTXSID4048854,841-73-6,C14H22N2O3,266.163043,Inactive,0,0
Lanperisone hydrochloride,DTXSID4048856,116287-13-9,C15H19ClF3NO,321.110726,Inactive,0,0
Pyrantel tartrate,DTXSID4048858,33401-94-4,C15H20N2O6S,356.104208,Inactive,0,0
Benzyl fentanyl hydrochloride,DTXSID4048933,5156-58-1,C21H27ClN2O,358.181191,Inactive,0,0
alpha-Methyl thiofentanyl hydrochloride,DTXSID4048935,117332-94-2,C21H29ClN2OS,392.168912,Inactive,0,0
Thenylfentanyl hydrochloride,DTXSID4048937,117332-93-1,C19H25ClN2OS,364.137612,Inactive,0,0
Maduramicin ammonium,DTXSID4048983,84878-61-5,C47H83NO17,933.5661,Active,32.95995661,1.765017193
2-Thiosalicylic acid,DTXSID4049032,147-93-3,C7H6O2S,154.008851,Inactive,0,0
Salidroside,DTXSID4049034,10338-51-9,C14H20O7,300.120903,Inactive,0,0
Dexchlorpheniramine hydrochloride,DTXSID4049036,5502-69-2,C16H20Cl2N2,310.100354,Inactive,0,0
"2,4-Diamino-6-hydroxypyrimidine",DTXSID4049038,1956/6/4,C4H6N4O,126.054161,Inactive,0,0
Lidamidine,DTXSID4049080,66871-56-5,C11H16N4O,220.132411,Inactive,0,0
Prazosin,DTXSID4049082,19216-56-9,C19H21N5O4,383.159354,Inactive,0,0
6-Chlorohexan-1-ol,DTXSID4049240,2009-83-8,C6H13ClO,136.065493,Inactive,0,0
(4S)-1-tert-Butoxycarbonyl-4-fluoro-L-proline,DTXSID4049242,203866-13-1,C10H16FNO4,233.106336,Inactive,0,0
Ethyltributylphosphonium diethylphosphate,DTXSID4049244,20445-94-7,C18H42O4P2,384.255834,Inactive,0,0
1-Methyl-3-propylimidazolium hexafluorophosphate,DTXSID4049246,216300-12-8,C7H13F6N2P,270.072054,Inactive,0,0
1-Methyl-3-tetradecylimidazolium hexafluorophosphate,DTXSID4049248,219947-94-1,C18H35F6N2P,424.244205,Inactive,0,0
1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,DTXSID4049290,382150-50-7,C12H19F6N3O4S2,447.072117,Inactive,0,0
1-Butylpyridinium trifluoromethanesulfonate,DTXSID4049292,390423-43-5,C10H14F3NO3S,285.064649,Inactive,0,0
Ethylpivalate,DTXSID4049294,3938-95-2,C7H14O2,130.09938,Inactive,0,0
1-Butyl-4-methylpyridinium hexafluorophosphate,DTXSID4049296,401788-99-6,C10H16F6NP,295.092455,Inactive,0,0
1-Hexadecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,DTXSID4049298,404001-50-9,C22H39F6N3O4S2,587.228618,Inactive,0,0
9-Bromophenanthrene,DTXSID4049321,573-17-1,C14H9Br,255.988763,Inactive,0,0
"1,5-Hexadiene",DTXSID4049323,592-42-7,C6H10,82.07825,Inactive,0,0
1-Butyl-3-methylpyridinium tetrafluoroborate,DTXSID4049325,597581-48-1,C10H16BF4N,237.131192,Inactive,0,0
2-Hydroxyanthraquinone,DTXSID4049327,605-32-3,C14H8O3,224.047344,Inactive,0,0
1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,DTXSID4049329,608140-12-1,C11H20F6N2O4S2,422.076868,Inactive,0,0
"2,4-Dinitrobenzenesulfonic acid dihydrate",DTXSID4049371,207234-00-2,C6H8N2O9S,283.995051,Inactive,0,0
tert-Butyl-3-aminobenzoate,DTXSID4049373,92146-82-2,C11H15NO2,193.110279,Inactive,0,0
1-Butyl-1-methylpyrrolidinium bromide,DTXSID4049375,93457-69-3,C9H20BrN,221.077913,Inactive,0,0
1-Methylguanine,DTXSID4049377,938-85-2,C6H7N5O,165.06506,Inactive,0,0
"Ethyl 2,6-dichloro-5-fluoro-β-oxo-3-pyridinepropionate",DTXSID4049379,96568-04-6,C10H8Cl2FNO3,278.986527,Inactive,0,0
Dibenzosuberone,DTXSID4049400,1210-35-1,C15H12O,208.088815,Inactive,0,0
Zirconyl chloride octahydrate,DTXSID4049402,13520-92-8,Cl2H16O9Zr,319.92184,Inactive,0,0
Sodium cyanocyanamide,DTXSID4049404,1934-75-4,C2N3Na,88.998991,Inactive,0,0
Methyl 4-(bromomethyl)benzoate,DTXSID4049406,2417-72-3,C9H9BrO2,227.978593,Inactive,0,0
Fluorescein 5(6)-isothiocyanate,DTXSID4049408,27072-45-3,C21H11NO5S,389.035794,Active,68.36776943,1.043265699
NTP Mix62 CT1 62-GP,DTXSID4049450,NOCAS_49450,, ,Inactive,0,0
NTP Mix64 CT1 62-GP,DTXSID4049452,NOCAS_49452,, ,Inactive,0,0
NTP Mix66 CT1 62-GP,DTXSID4049454,NOCAS_49454,, ,Inactive,0,0
NTP Mix68 CT1 62-GP,DTXSID4049456,NOCAS_49456,, ,Inactive,0,0
NTP Mix70 CT1 62-GP,DTXSID4049458,NOCAS_49458,, ,Inactive,0,0
NTP Mix111 ER1 10-GP,DTXSID4049531,NOCAS_49531,, ,Inactive,0,0
NTP Mix113 ER1 10-GP,DTXSID4049533,NOCAS_49533,, ,Inactive,0,0
NTP Mix115 ER1 10-GP,DTXSID4049535,NOCAS_49535,, ,Inactive,0,0
NTP Mix82 ER AR1 18-EQP,DTXSID4049537,NOCAS_49537,, ,Inactive,0,0
NTP Mix84 ER AR1 18-EQP,DTXSID4049539,NOCAS_49539,, ,Inactive,0,0
Amelometasone,DTXSID4057631,123013-22-9,C26H35FO6,462.241767,Inactive,0,0
Neticonazole,DTXSID4057633,130726-68-0,C17H22N2OS,302.145285,Inactive,0,0
Nicoboxil,DTXSID4057635,13912-80-6,C12H17NO3,223.120843,Inactive,0,0
"3,4,5-Trimethoxyphenylacetonitrile",DTXSID4057637,13338-63-1,C11H13NO3,207.089543,Inactive,0,0
Odiparcil,DTXSID4057639,137215-12-4,C15H16O6S,324.066759,Inactive,0,0
Dabigatran etexilate,DTXSID4057681,211915-06-9,C34H41N7O5,627.316917,Inactive,0,0
Chlorexolone,DTXSID4057683,2127/1/7,C14H17ClN2O3S,328.064841,Inactive,0,0
Brofoxine,DTXSID4057685,21440-97-1,C10H10BrNO2,254.989492,Inactive,0,0
7-Aminodeacetoxycephalosporanic acid,DTXSID4057687,22252-43-3,C8H10N2O3S,214.041213,Inactive,0,0
Estriol tripropionate,DTXSID4057689,2236-31-9,C27H36O6,456.251189,Inactive,0,0
Iodoxamic Acid,DTXSID4057710,31127-82-9,C26H26I6N2O10,1287.58557,Inactive,0,0
Lexiscan,DTXSID4057712,313348-27-5,C15H18N8O5,390.140016,Inactive,0,0
"2-Chlorodibenz(b,f)-1,4-oxazepin-11(10H)-one",DTXSID4057714,3158-91-6,C13H8ClNO2,245.024356,Inactive,0,0
Butoctamide semisuccinate,DTXSID4057716,32838-28-1,C16H29NO5,315.204573,Inactive,0,0
Methyl 5-sulfamoyl-o-anisate,DTXSID4057718,33045-52-2,C9H11NO5S,245.035794,Inactive,0,0
Ambucetamide,DTXSID4057760,519-88-0,C17H28N2O2,292.215078,Inactive,0,0
Glybuthiazol,DTXSID4057762,535-65-9,C12H16N4O2S2,312.071468,Inactive,0,0
5-Chloro-1-(4-piperidyl)-1H-benzimidazol-2(3H)-one,DTXSID4057764,53786-28-0,C12H14ClN3O,251.08254,Inactive,0,0
"Ethyl 4-(5-chloro-2,3-dihydro-2-oxo-1h-benzimidazol-2-yl)piperidine-1-carboxylate",DTXSID4057766,53786-46-2,C15H18ClN3O3,323.103669,Inactive,0,0
Albendazole oxide,DTXSID4057768,54029-12-8,C12H15N3O3S,281.083413,Inactive,0,0
4-(2-Piperidinoethoxy)benzoic acid hydrochloride(1:1),DTXSID4057841,84449-80-9,C14H20ClNO3,285.113171,Inactive,0,0
"4-(4-Chlorophenyl)piperidine-2,6-dione",DTXSID4057843,84803-46-3,C11H10ClNO2,223.040006,Inactive,0,0
Methylchromone,DTXSID4057845,85-90-5,C10H8O2,160.052429,Inactive,0,0
Ecabet sodium,DTXSID4057847,86408-72-2,C20H27NaO5S,402.147689,Inactive,0,0
Buparvaquone,DTXSID4057849,88426-33-9,C21H26O3,326.188195,Active,40.82629599,1.957504554
N-Acetyl-L-cysteine,DTXSID5020021,616-91-1,C5H9NO3S,163.030314,Inactive,0,0
Acrolein,DTXSID5020023,107-02-8,C3H4O,56.026215,Inactive,0,0
Acrylamide,DTXSID5020027,1979/6/1,C3H5NO,71.037114,Inactive,0,0
Acrylonitrile,DTXSID5020029,107-13-1,C3H3N,53.026549,Inactive,0,0
4-Biphenylamine,DTXSID5020071,92-67-1,C12H11N,169.089149,Inactive,0,0
Diammonium citrate,DTXSID5020079,3012-65-5,C6H14N2O7,226.080101,Inactive,0,0
L-Ascorbic acid,DTXSID5020106,50-81-7,C6H8O6,176.032088,Inactive,0,0
Aspirin,DTXSID5020108,50-78-2,C9H8O4,180.042259,Inactive,0,0
Benzyl alcohol,DTXSID5020152,100-51-6,C7H8O,108.057515,Inactive,0,0
Clorophene,DTXSID5020154,120-32-1,C13H11ClO,218.049843,Inactive,0,0
Benzyl thiocyanate,DTXSID5020156,3012-37-1,C8H7NS,149.02992,Inactive,0,0
"3,4-Dihydroxycinnamic acid",DTXSID5020231,331-39-5,C9H8O4,180.042259,Inactive,0,0
Ergocalciferol,DTXSID5020233,50-14-6,C28H44O,396.339216,Active,58.46580422,0.879395311
Calcium chloride,DTXSID5020235,10043-52-4,CaCl2,109.900296,Inactive,0,0
Candesartan cilexetil,DTXSID5020239,145040-37-5,C33H34N6O6,610.253983,Inactive,0,0
1-Chloro-4-nitrobenzene,DTXSID5020281,100-00-5,C6H4ClNO2,156.993056,Inactive,0,0
"4-Chloro-1,2-diaminobenzene",DTXSID5020283,95-83-0,C6H7ClN2,142.029776,Inactive,0,0
5-Chloro-2-methylaniline,DTXSID5020287,95-79-4,C7H8ClN,141.034527,Inactive,0,0
Chlorfenson,DTXSID5020310,80-33-1,C12H8Cl2O3S,301.957121,Inactive,0,0
Israpafant,DTXSID5020312,117279-73-9,C28H29ClN4S,488.180146,Inactive,0,0
Tetrasul,DTXSID5020314,2227-13-6,C12H6Cl4S,321.894432,Inactive,0,0
N-Cyclohexyl-2-benzothiazolesulfenamide,DTXSID5020360,95-33-0,C13H16N2S2,264.075491,Inactive,0,0
Cyproterone acetate,DTXSID5020366,427-51-0,C24H29ClO4,416.175437,Inactive,0,0
Cytembena,DTXSID5020368,21739-91-3,C11H8BrNaO4,305.950366,Active,55.94820037,1.176518222
"alpha-(2,5-Dichlorophenoxy)propionic acid",DTXSID5020441,6965-71-5,C9H8Cl2O3,233.98505,Inactive,0,0
"2,4-D Butyl ester",DTXSID5020443,94-80-4,C12H14Cl2O3,276.032,Inactive,0,0
"2,4-D isopropyl ester",DTXSID5020445,1994/11/1,C11H12Cl2O3,262.01635,Inactive,0,0
"2,4-Dichlorophenyl benzenesulfonate",DTXSID5020447,97-16-5,C12H8Cl2O3S,301.957121,Inactive,0,0
Dichlorvos,DTXSID5020449,62-73-7,C4H7Cl2O4P,219.945901,Inactive,0,0
C.I. Solvent Yellow 2,DTXSID5020491,1960/11/7,C14H15N3,225.126597,Inactive,0,0
Dimethyl phosphonate,DTXSID5020493,868-85-9,C2H7O3P,110.013281,Inactive,0,0
"1,2-Dimethyl-5-nitroimidazole",DTXSID5020497,551-92-8,C5H7N3O2,141.053826,Inactive,0,0
"N,N-Dimethylacetamide",DTXSID5020499,127-19-5,C4H9NO,87.068414,Inactive,0,0
"2,2-Dimethylvinyl chloride",DTXSID5020520,513-37-1,C4H7Cl,90.023628,Inactive,0,0
"2,6-Dinitrotoluene",DTXSID5020528,606-20-2,C7H6N2O4,182.032757,Inactive,0,0
Sodium erythorbate,DTXSID5020570,6381-77-7,C6H7NaO6,198.014032,Inactive,0,0
17alpha-Ethinylestradiol,DTXSID5020576,57-63-6,C20H24O2,296.17763,Inactive,0,0
"4,5-Dihydro-2-mercaptoimidazole",DTXSID5020601,96-45-7,C3H6N2S,102.025169,Inactive,0,0
Nabam-sodium,DTXSID5020603,142-59-6,C4H6N2Na2S4,255.920921,Inactive,0,0
2-Ethyl-1-hexanol,DTXSID5020605,104-76-7,C8H18O,130.135765,Inactive,0,0
Di(2-ethylhexyl) phthalate,DTXSID5020607,117-81-7,C24H38O4,390.27701,Inactive,0,0
Gentian Violet,DTXSID5020653,548-62-9,C25H30ClN3,407.212826,Inactive,0,0
8-Hydroxyquinoline,DTXSID5020730,148-24-3,C9H7NO,145.052764,Inactive,0,0
Ibuprofen,DTXSID5020732,15687-27-1,C13H18O2,206.13068,Inactive,0,0
Indole-3-acetic acid,DTXSID5020738,87-51-4,C10H9NO2,175.063329,Inactive,0,0
"1-(2,4-Dichlorobenzyl)-1H-indazole-3-carboxylic acid",DTXSID5020782,50264-69-2,C15H10Cl2N2O2,320.011933,Active,39.55643648,1.714704712
Lovastatin,DTXSID5020784,75330-75-5,C24H36O5,404.256274,Inactive,0,0
Mercuric chloride,DTXSID5020811,7487-94-7,Cl2Hg,271.908348,Inactive,0,0
Methylmercuric(II) chloride,DTXSID5020813,115-09-3,CH3ClHg,251.962971,Inactive,0,0
Metepa,DTXSID5020815,57-39-6,C9H18N3OP,215.118749,Inactive,0,0
Methidathion,DTXSID5020819,950-37-8,C6H11N2O4PS3,301.961857,Inactive,0,0
4-Methylcatechol,DTXSID5020861,452-86-8,C7H8O2,124.052429,Inactive,0,0
Methyldopa sesquihydrate,DTXSID5020863,41372-08-1,C20H32N2O11,476.20061,Inactive,0,0
"4,4'-Methylenebis(2-chloroaniline)",DTXSID5020865,101-14-4,C13H12Cl2N2,266.037754,Inactive,0,0
"4,4'-Methylenebis(o-toluidine)",DTXSID5020867,838-88-0,C15H18N2,226.146999,Inactive,0,0
"4,4'-Methylenebis(N,N-dimethylaniline)",DTXSID5020869,101-61-1,C17H22N2,254.178299,Inactive,0,0
Nitrofurazone,DTXSID5020944,59-87-0,C6H6N4O4,198.038905,Inactive,0,0
5-Nitro-2-furanmethanediol diacetate,DTXSID5020946,92-55-7,C9H9NO7,243.037902,Active,57.85952919,0.816320464
"5-(5-Nitro-2-furyl)-1,3,4-oxadiazole-2-ol",DTXSID5020948,2122-86-3,C6H3N3O5,197.00727,Inactive,0,0
Oxprenolol hydrochloride,DTXSID5021093,6452-73-9,C15H24ClNO3,301.144471,Inactive,0,0
Oxytetracycline hydrochloride,DTXSID5021097,2058-46-0,C22H25ClN2O9,496.124858,Inactive,0,0
(2-Isothiocyanatoethyl)benzene,DTXSID5021120,2257/9/2,C9H9NS,163.04557,Inactive,0,0
