INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	DTXCID	INCHIKEY	SMILES	BIOCONCENTRATION_FACTOR	LOGP
DTXSID2025185	DSSTox_Substance_Id	DTXSID2025185	Dipropylamine	142-84-7	N-Propylpropan-1-amine	DTXCID105185	WEHWNAOGRSTTBQ-UHFFFAOYSA-N	CCCNCCC	7.72681	1.66998
DTXSID4027103	DSSTox_Substance_Id	DTXSID4027103	Dodecyl 2-methylacrylate	142-90-5	Dodecyl 2-methylprop-2-enoate	DTXCID107103	GMSCBRSQMRDRCD-UHFFFAOYSA-N	CCCCCCCCCCCCOC(=O)C(C)=C	 	6.56865
DTXSID9027104	DSSTox_Substance_Id	DTXSID9027104	"Hexadecanoic acid, 1-methylethyl ester"	142-91-6	Propan-2-yl hexadecanoate	DTXCID507104	XUGNVMKQXJXZCD-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(=O)OC(C)C	75.8578	8.07464
DTXSID6022006	DSSTox_Substance_Id	DTXSID6022006	Hexyl acetate	142-92-7	Hexyl acetate	DTXCID602006	AOGQPLXWSUTHQB-UHFFFAOYSA-N	CCCCCCOC(C)=O	17.0216	2.95822
DTXSID1022007	DSSTox_Substance_Id	DTXSID1022007	Butyl ether	142-96-1	1-Butoxybutane	DTXCID002007	DURPTKYDGMDSBL-UHFFFAOYSA-N	CCCCOCCCC	16.5196	3.21304
DTXSID6022008	DSSTox_Substance_Id	DTXSID6022008	1-Nonanol	143-08-8	Nonan-1-ol	DTXCID402008	ZWRUINPWMLAQRD-UHFFFAOYSA-N	CCCCCCCCCO	75.8578	3.71973
DTXSID2022171	DSSTox_Substance_Id	DTXSID2022171	1-Decanamine	2016-57-1	Decan-1-amine	DTXCID902171	MHZGKXUYDGKKIU-UHFFFAOYSA-N	CCCCCCCCCCN	47.4242	3.56487
DTXSID4047123	DSSTox_Substance_Id	DTXSID4047123	Nonyl acetate	143-13-5	Nonyl acetate	DTXCID2027123	GJQIMXVRFNLMTB-UHFFFAOYSA-N	CCCCCCCCCOC(C)=O	46.4515	4.21571
DTXSID2044395	DSSTox_Substance_Id	DTXSID2044395	1-Bromododecane	143-15-7	1-Bromododecane	DTXCID0024395	PBLNBZIONSLZBU-UHFFFAOYSA-N	CCCCCCCCCCCCBr	146.893	6.23354
DTXSID1022009	DSSTox_Substance_Id	DTXSID1022009	Dihexylamine	143-16-8	N-Hexylhexan-1-amine	DTXCID802009	PXSXRABJBXYMFT-UHFFFAOYSA-N	CCCCCCNCCCCCC	38.815	5.49959
DTXSID7021520	DSSTox_Substance_Id	DTXSID7021520	2-[2-(2-Butoxyethoxy)ethoxy]ethanol	143-22-6	2-[2-(2-Butoxyethoxy)ethoxy]ethan-1-ol	DTXCID701520	COBPKKZHLDDMTB-UHFFFAOYSA-N	CCCCOCCOCCOCCO	7.8343	0.821761
DTXSID4027109	DSSTox_Substance_Id	DTXSID4027109	"N-(6-Aminohexyl)hexane-1,6-diamine"	143-23-7	"N~1~-(6-Aminohexyl)hexane-1,6-diamine"	DTXCID507109	MRNZSTMRDWRNNR-UHFFFAOYSA-N	NCCCCCCNCCCCCCN	3.99025	2.58059
DTXSID7044396	DSSTox_Substance_Id	DTXSID7044396	"2,5,8,11,14-Pentaoxapentadecane"	143-24-8	"2,5,8,11,14-Pentaoxapentadecane"	DTXCID5024396	ZUHZGEOKBKGPSW-UHFFFAOYSA-N	COCCOCCOCCOCCOC	5.70164	-0.289908
DTXSID7025390	DSSTox_Substance_Id	DTXSID7025390	Hexadecylamine	143-27-1	Hexadecan-1-amine	DTXCID805390	FJLUATLTXUNBOT-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCN	111.429	6.62476
DTXSID8027113	DSSTox_Substance_Id	DTXSID8027113	"2,2,4-Trimethyl-1,3-pentanediol"	144-19-4	"2,2,4-Trimethylpentane-1,3-diol"	DTXCID407113	JCTXKRPTIMZBJT-UHFFFAOYSA-N	CC(C)C(O)C(C)(C)CO	2.89734	1.24111
DTXSID1036541	DSSTox_Substance_Id	DTXSID1036541	Pregnenolone	145-13-1	3beta-Hydroxypregn-5-en-20-one	DTXCID9016541	ORNBQBCIOKFOEO-QGVNFLHTSA-N	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	182.81	4.21644
DTXSID5041774	DSSTox_Substance_Id	DTXSID5041774	Chlorindanol	145-94-8	"7-Chloro-2,3-dihydro-1H-inden-4-ol"	DTXCID3021774	ATAJVFBUUIBIEO-UHFFFAOYSA-N	OC1=CC=C(Cl)C2=C1CCC2	27.4157	2.77027
DTXSID9040130	DSSTox_Substance_Id	DTXSID9040130	Yohimbine	146-48-5	Methyl 17alpha-hydroxyyohimban-16alpha-carboxylate	DTXCID7020130	BLGXFZZNTVWLAY-SCYLSFHTSA-N	[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=C3C=CC=C1)C2	17.2982	2.538
DTXSID0025070	DSSTox_Substance_Id	DTXSID0025070	"1,2-Dihydro-2,2,4-trimethylquinoline"	147-47-7	"2,2,4-Trimethyl-1,2-dihydroquinoline"	DTXCID605070	ZNRLMGFXSPUZNR-UHFFFAOYSA-N	CC1=CC(C)(C)NC2=C1C=CC=C2	187.499	2.77594
DTXSID4044587	DSSTox_Substance_Id	DTXSID4044587	3-[Ethyl(phenyl)amino]propanenitrile	148-87-8	3-[Ethyl(phenyl)amino]propanenitrile	DTXCID2024587	WYRNRZQRKCXPLA-UHFFFAOYSA-N	CCN(CCC#N)C1=CC=CC=C1	38.3707	2.02529
DTXSID1020807	DSSTox_Substance_Id	DTXSID1020807	2-Mercaptobenzothiazole	149-30-4	"1,3-Benzothiazole-2-thiol"	DTXCID90807	YXIWHUQXZSMYRE-UHFFFAOYSA-N	SC1=NC2=C(S1)C=CC=C2	 	2.41807
DTXSID7027122	DSSTox_Substance_Id	DTXSID7027122	Trimethoxymethane	149-73-5	Trimethoxymethane	DTXCID307122	PYOKUURKVVELLB-UHFFFAOYSA-N	COC(OC)OC	1.06905	0.248116
DTXSID0022012	DSSTox_Substance_Id	DTXSID0022012	3-Methoxyphenol	150-19-6	3-Methoxyphenol	DTXCID302012	ASHGTJPOSUFTGB-UHFFFAOYSA-N	COC1=CC=CC(O)=C1	8.16582	1.34179
DTXSID9020580	DSSTox_Substance_Id	DTXSID9020580	Dulcin	150-69-6	N-(4-Ethoxyphenyl)urea	DTXCID10580	GGLIEWRLXDLBBF-UHFFFAOYSA-N	CCOC1=CC=C(NC(N)=O)C=C1	3.25837	0.794617
DTXSID4020828	DSSTox_Substance_Id	DTXSID4020828	4-Methoxyphenol	150-76-5	4-Methoxyphenol	DTXCID60828	NWVVVBRKAWDGAB-UHFFFAOYSA-N	COC1=CC=C(O)C=C1	11.9674	1.57887
DTXSID0022014	DSSTox_Substance_Id	DTXSID0022014	Hydroquinone dimethyl ether	150-78-7	"1,4-Dimethoxybenzene"	DTXCID102014	OHBQPCCCRFSCAX-UHFFFAOYSA-N	COC1=CC=C(OC)C=C1	14.1579	2.04281
DTXSID3041877	DSSTox_Substance_Id	DTXSID3041877	Dimethylbenzylcarbinyl acetate	151-05-3	2-Methyl-1-phenylpropan-2-yl acetate	DTXCID1021877	FLUWAIIVLCVEKF-UHFFFAOYSA-N	CC(=O)OC(C)(C)CC1=CC=CC=C1	36.6438	3.46833
DTXSID2047060	DSSTox_Substance_Id	DTXSID2047060	"1,3-Dimethoxybenzene"	151-10-0	"1,3-Dimethoxybenzene"	DTXCID0027060	DPZNOMCNRMUKPS-UHFFFAOYSA-N	COC1=CC(OC)=CC=C1	11.3501	2.20982
DTXSID6046553	DSSTox_Substance_Id	DTXSID6046553	Quinestrol	152-43-2	"3-(Cyclopentyloxy)-17alpha-19-norpregna-1,3,5(10)-trien-20-yn-17-ol"	DTXCID4026553	PWZUUYSISTUNDW-VAFBSOEGSA-N	C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC3CCCC3)=C4)[C@@H]1CC[C@@]2(O)C#C	 	7.118
DTXSID2046179	DSSTox_Substance_Id	DTXSID2046179	Sulfalene	152-47-6	4-Amino-N-(3-methoxypyrazin-2-yl)benzene-1-sulfonamide	DTXCID0026179	KXRZBTAEDBELFD-UHFFFAOYSA-N	COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1	1.84502	0.701021
DTXSID1022974	DSSTox_Substance_Id	DTXSID1022974	Dydrogesterone	152-62-5	"9beta,10alpha-Pregna-4,6-diene-3,20-dione"	DTXCID702974	JGMOKGBVKVMRFX-HQZYFCCVSA-N	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C	114.288	3.65993
DTXSID0046989	DSSTox_Substance_Id	DTXSID0046989	D-Tryptophan	153-94-6	D-Tryptophan	DTXCID8026989	QIVBCDIJIAJPQS-SECBINFHSA-N	N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O	1.27938	-1.04732
DTXSID1021031	DSSTox_Substance_Id	DTXSID1021031	4-Nitrosodiphenylamine	156-10-5	4-Nitroso-N-phenylaniline	DTXCID401031	OIJHFHYPXWSVPF-UHFFFAOYSA-N	O=NC1=CC=C(NC2=CC=CC=C2)C=C1	 	3.04263
DTXSID0025864	DSSTox_Substance_Id	DTXSID0025864	4-Ethoxyaniline	156-43-4	4-Ethoxyaniline	DTXCID505864	IMPPGHMHELILKG-UHFFFAOYSA-N	CCOC1=CC=C(N)C=C1	7.67361	1.23834
DTXSID5023908	DSSTox_Substance_Id	DTXSID5023908	"Benzo[g,h,i]perylene"	191-24-2	Benzo[ghi]perylene	DTXCID303908	GYFAGKUZYNFMBN-UHFFFAOYSA-N	C1=CC2=C3C(=C1)C1=C4C(C=CC5=C4C3=C(C=C2)C=C5)=CC=C1	765.597	6.63204
DTXSID3023764	DSSTox_Substance_Id	DTXSID3023764	Benzo[e]pyrene	192-97-2	Benzo[e]pyrene	DTXCID103764	TXVHTIQJNYSSKO-UHFFFAOYSA-N	C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34	654.636	6.42775
DTXSID8024153	DSSTox_Substance_Id	DTXSID8024153	"Indeno[1,2,3-cd]pyrene"	193-39-5	"Indeno[1,2,3-cd]pyrene"	DTXCID304153	SXQBHARYMNFBPS-UHFFFAOYSA-N	C1=CC2=C(C=C1)C1=C3C2=CC2=C4C(C=CC(C=C1)=C34)=CC=C2	665.273	6.75816
DTXSID1024887	DSSTox_Substance_Id	DTXSID1024887	4H-Cyclopenta(def)phenanthrene	203-64-5	4H-Cyclopenta[def]phenanthrene	DTXCID204887	RKZDZWJDQTZDLD-UHFFFAOYSA-N	C1C2=CC=CC3=C2C2=C1C=CC=C2C=C3	543.25	4.9228
DTXSID0023907	DSSTox_Substance_Id	DTXSID0023907	Benzo(b)fluoranthene	205-99-2	Benzo[e]acephenanthrylene	DTXCID903907	FTOVXSOBNPWTSH-UHFFFAOYSA-N	C1=CC=C2C(=C1)C1=CC=CC3=C4C=CC=CC4=CC2=C13	605.341	5.77942
DTXSID3024104	DSSTox_Substance_Id	DTXSID3024104	Fluoranthene	206-44-0	Fluoranthene	DTXCID204104	GVEPBJHOBDJJJI-UHFFFAOYSA-N	C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1	480.839	5.16033
DTXSID0023909	DSSTox_Substance_Id	DTXSID0023909	Benzo[k]fluoranthene	207-08-9	Benzo[k]fluoranthene	DTXCID703909	HAXBIWFMXWRORI-UHFFFAOYSA-N	C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1	484.172	6.10891
DTXSID3023845	DSSTox_Substance_Id	DTXSID3023845	Acenaphthylene	208-96-8	Acenaphthylene	DTXCID103845	HXGDTGSAIMULJN-UHFFFAOYSA-N	C1=CC2=C3C1=CC=CC3=CC=C2	380.189	3.94091
DTXSID9049245	DSSTox_Substance_Id	DTXSID9049245	"Dibenz[a,c]anthracene"	215-58-7	Benzo[f]tetraphene	DTXCID8029101	RAASUWZPTOJQAY-UHFFFAOYSA-N	C1=CC2=CC3=C(C=C2C=C1)C1=CC=CC=C1C1=CC=CC=C31	605.341	6.43317
DTXSID0022432	DSSTox_Substance_Id	DTXSID0022432	Chrysene	218-01-9	Chrysene	DTXCID702432	WDECIBYCCFPHNR-UHFFFAOYSA-N	C1=CC=C2C(C=CC3=C2C=CC2=CC=CC=C32)=C1	557.186	5.80864
DTXSID9049407	DSSTox_Substance_Id	DTXSID9049407	Phthalazine	253-52-1	Phthalazine	DTXCID8029367	LFSXCDWNBUNEEM-UHFFFAOYSA-N	C1=CC=C2C=NN=CC2=C1	9.90832	0.57226
DTXSID8020410	DSSTox_Substance_Id	DTXSID8020410	Dibenzo-p-dioxin	262-12-4	Oxanthrene	DTXCID60410	NFBOHOGPQUYFRF-UHFFFAOYSA-N	O1C2=CC=CC=C2OC2=C1C=CC=C2	458.142	4.33945
DTXSID4024937	DSSTox_Substance_Id	DTXSID4024937	Phenoxathiin	262-20-4	Phenoxathiine	DTXCID904937	GJSGGHOYGKMUPT-UHFFFAOYSA-N	O1C2=CC=CC=C2SC2=CC=CC=C12	 	4.53954
DTXSID6020141	DSSTox_Substance_Id	DTXSID6020141	"2,3-Benzofuran"	271-89-6	1-Benzofuran	DTXCID20141	IANQTJSKSUMEQM-UHFFFAOYSA-N	O1C=CC2=C1C=CC=C2	125.314	2.67061
DTXSID0022016	DSSTox_Substance_Id	DTXSID0022016	"1,4-Diazabicyclo[2.2.2]octane"	280-57-9	"1,4-Diazabicyclo[2.2.2]octane"	DTXCID902016	IMNIMPAHZVJRPE-UHFFFAOYSA-N	C1CN2CCN1CC2	2.42661	-0.152519
DTXSID6024880	DSSTox_Substance_Id	DTXSID6024880	Cyclohexene oxide	286-20-4	7-Oxabicyclo[4.1.0]heptane	DTXCID404880	ZWAJLVLEBYIOTI-UHFFFAOYSA-N	C1CCC2OC2C1	 	1.2609
DTXSID6024886	DSSTox_Substance_Id	DTXSID6024886	Cyclopentane	287-92-3	Cyclopentane	DTXCID804886	RGSFGYAAUTVSQA-UHFFFAOYSA-N	C1CCCC1	10.8143	2.9988
DTXSID6027131	DSSTox_Substance_Id	DTXSID6027131	"1H-1,2,4-Triazole"	288-88-0	"1H-1,2,4-Triazole"	DTXCID207131	NSPMIYGKQJPBQR-UHFFFAOYSA-N	N1C=NC=N1	0.663743	-0.579128
DTXSID8049410	DSSTox_Substance_Id	DTXSID8049410	Pyrazine	290-37-9	Pyrazine	DTXCID7029370	KYQCOXFCLRTKLS-UHFFFAOYSA-N	C1=CN=CC=N1	1.64437	-0.25876
DTXSID9021552	DSSTox_Substance_Id	DTXSID9021552	Cyclododecane	294-62-2	Cyclododecane	DTXCID401552	DDTBPAQBQHZRDW-UHFFFAOYSA-N	C1CCCCCCCCCCC1	630.957	6.17803
DTXSID4020614	DSSTox_Substance_Id	DTXSID4020614	Ethynodiol diacetate	297-76-7	"3beta,17alpha-19-Norpregn-4-en-20-yne-3,17-diyl diacetate"	DTXCID00614	ONKUMRGIYFNPJW-KIEAKMPYSA-N	[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]	 	4.04249
DTXSID6027133	DSSTox_Substance_Id	DTXSID6027133	"O,O¡ä-Diethyl hydrogen dithiophosphate"	298-06-6	"O,O-Diethyl hydrogen phosphorodithioate"	DTXCID007133	IRDLUHRVLVEUHA-UHFFFAOYSA-N	CCOP(S)(=S)OCC	 	1.24166
DTXSID1027134	DSSTox_Substance_Id	DTXSID1027134	Bis(2-ethylhexyl) phosphate	298-07-7	Bis(2-ethylhexyl) hydrogen phosphate	DTXCID407134	SEGLCEQVOFDUPX-UHFFFAOYSA-N	CCCCC(CC)COP(O)(=O)OCC(CC)CCCC	23.8781	4.04205
DTXSID2034885	DSSTox_Substance_Id	DTXSID2034885	Fenchlorphos	299-84-3	"O,O-Dimethyl O-(2,4,5-trichlorophenyl) phosphorothioate"	DTXCID0014885	JHJOOSLFWRRSGU-UHFFFAOYSA-N	COP(=S)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=C1	448.745	4.97508
DTXSID1037515	DSSTox_Substance_Id	DTXSID1037515	Crufomate	299-86-5	4-tert-Butyl-2-chlorophenyl methyl N-methylphosphoramidate	DTXCID9017515	BOFHKBLZOYVHSI-UHFFFAOYSA-N	CNP(=O)(OC)OC1=CC=C(C=C1Cl)C(C)(C)C	 	3.41852
DTXSID0048680	DSSTox_Substance_Id	DTXSID0048680	"3,5-Diiodo-L-tyrosine"	300-39-0	"3,5-Diiodo-L-tyrosine"	DTXCID6028606	NYPYHUZRZVSYKL-ZETCQYMHSA-N	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O	2.5704	0.695458
DTXSID6020274	DSSTox_Substance_Id	DTXSID6020274	Chlormadinone acetate	302-22-7	"6-Chloro-3,20-dioxopregna-4,6-dien-17-yl acetate"	DTXCID80274	QMBJSIBWORFWQT-DFXBJWIESA-N	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O	55.9758	3.13566
DTXSID0022644	DSSTox_Substance_Id	DTXSID0022644	Benactyzine	302-40-9	2-(Diethylamino)ethyl hydroxy(diphenyl)acetate	DTXCID202644	IVQOFBKHQCTVQV-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	77.6247	2.6693
DTXSID9021479	DSSTox_Substance_Id	DTXSID9021479	"2,7-Acetylaminofluorene"	304-28-9	"N,N'-(9H-Fluorene-2,7-diyl)diacetamide"	DTXCID601479	XBZBRCVCSVLJJZ-UHFFFAOYSA-N	CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1	4.1783	2.20195
DTXSID3023007	DSSTox_Substance_Id	DTXSID3023007	Ethamivan	304-84-7	"N,N-Diethyl-4-hydroxy-3-methoxybenzamide"	DTXCID103007	BQJODPIMMWWMFC-UHFFFAOYSA-N	CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1	21.2324	1.89462
DTXSID4046573	DSSTox_Substance_Id	DTXSID4046573	"2,6-Diiodo-4-nitrophenol"	305-85-1	"2,6-Diiodo-4-nitrophenol"	DTXCID2026573	UVGTXNPVQOQFQW-UHFFFAOYSA-N	OC1=C(I)C=C(C=C1I)[N+]([O-])=O	53.0884	3.59848
DTXSID0046511	DSSTox_Substance_Id	DTXSID0046511	Perflunafene	306-94-5	Octadecafluorodecahydronaphthalene	DTXCID8026511	UWEYRJFJVCLAGH-UHFFFAOYSA-N	FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F	2290.87	8.35262
DTXSID6024046	DSSTox_Substance_Id	DTXSID6024046	Paraoxon	311-45-5	Diethyl 4-nitrophenyl phosphate	DTXCID004046	WYMSBXTXOHUIGT-UHFFFAOYSA-N	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O	12.388	1.98126
DTXSID4022999	DSSTox_Substance_Id	DTXSID4022999	Estradiol cypionate	313-06-4	"3-Hydroxyestra-1(10),2,4-trien-17beta-yl 3-cyclopentylpropanoate"	DTXCID302999	UOACKFBJUYNSLK-XRKIENNPSA-N	C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1	249.459	7.00142
DTXSID4022020	DSSTox_Substance_Id	DTXSID4022020	Bromacil	314-40-9	"5-Bromo-3-(butan-2-yl)-6-methylpyrimidine-2,4(1H,3H)-dione"	DTXCID802020	CTSLUCNDVMMDHG-UHFFFAOYSA-N	CCC(C)N1C(=O)NC(C)=C(Br)C1=O	3.5156	2.10931
DTXSID7020893	DSSTox_Substance_Id	DTXSID7020893	Mexacarbate	315-18-4	"4-(Dimethylamino)-3,5-dimethylphenyl methylcarbamate"	DTXCID50893	YNEVBPNZHBAYOA-UHFFFAOYSA-N	CNC(=O)OC1=CC(C)=C(N(C)C)C(C)=C1	10	2.55884
DTXSID9020902	DSSTox_Substance_Id	DTXSID9020902	Monocrotaline	315-22-0	"(3R,4R,5R,13aR,13bR)-4,5-Dihydroxy-3,4,5-trimethyl-4,5,8,10,12,13,13a,13b-octahydro-2H-[1,6]dioxacycloundecino[2,3,4-gh]pyrrolizine-2,6(3H)-dione"	DTXCID50902	QVCMHGGNRFRMAD-XFGHUUIASA-N	C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23	 	-0.0167156
DTXSID0047959	DSSTox_Substance_Id	DTXSID0047959	"2,4-Dichloro-1-(trifluoromethyl)benzene"	320-60-5	"2,4-Dichloro-1-(trifluoromethyl)benzene"	DTXCID0027935	KALSHRGEFLVFHE-UHFFFAOYSA-N	FC(F)(F)C1=CC=C(Cl)C=C1Cl	523.6	3.94929
DTXSID9020116	DSSTox_Substance_Id	DTXSID9020116	5-Azacytidine	320-67-2	"4-Amino-1-beta-D-ribofuranosyl-1,3,5-triazin-2(1H)-one"	DTXCID10116	NMUSYJAQQFHJEW-KVTDHHQDSA-N	NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	0.11298	-2.16958
DTXSID3044914	DSSTox_Substance_Id	DTXSID3044914	"3,5-Dichlorosalicylic acid"	320-72-9	"3,5-Dichloro-2-hydroxybenzoic acid"	DTXCID1024914	CNJGWCQEGROXEE-UHFFFAOYSA-N	OC(=O)C1=C(O)C(Cl)=CC(Cl)=C1	1.80302	2.73598
DTXSID5046221	DSSTox_Substance_Id	DTXSID5046221	Haloxon	321-55-1	Bis(2-chloroethyl) 3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl phosphate	DTXCID3026221	KULDXINYXFTXMO-UHFFFAOYSA-N	CC1=C(Cl)C(=O)OC2=CC(OP(=O)(OCCCl)OCCCl)=CC=C12	 	3.65309
DTXSID8045305	DSSTox_Substance_Id	DTXSID8045305	Triflusal	322-79-2	2-(Acetyloxy)-4-(trifluoromethyl)benzoic acid	DTXCID6025305	RMWVZGDJPAKBDE-UHFFFAOYSA-N	CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O	3.41979	2.40545
DTXSID7020631	DSSTox_Substance_Id	DTXSID7020631	4'-Fluoro-4-aminodiphenyl	324-93-6	"4'-Fluoro[1,1'-biphenyl]-4-amine"	DTXCID50631	HTRVALPKPVGOSZ-UHFFFAOYSA-N	NC1=CC=C(C=C1)C1=CC=C(F)C=C1	64.121	3.07554
DTXSID2025925	DSSTox_Substance_Id	DTXSID2025925	Piperonyl acetate	326-61-4	"(2H-1,3-Benzodioxol-5-yl)methyl acetate"	DTXCID905925	PFWYHTORQZAGCA-UHFFFAOYSA-N	CC(=O)OCC1=CC=C2OCOC2=C1	8.89201	1.6533
DTXSID3024786	DSSTox_Substance_Id	DTXSID3024786	Chlorogenic acid	327-97-9	"(1S,3R,4R,5R)-3-{[3-(3,4-Dihydroxyphenyl)prop-2-enoyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylic acid"	DTXCID604786	CWVRJTMFETXNAD-NCZKRNLISA-N	O[C@@H]1C[C@](O)(C[C@@H](OC(=O)C=CC2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O	 	-0.226339
DTXSID5027142	DSSTox_Substance_Id	DTXSID5027142	"1,2-Dichloro-4-(trifluoromethyl)benzene"	328-84-7	"1,2-Dichloro-4-(trifluoromethyl)benzene"	DTXCID907142	XILPLWOGHPSJBK-UHFFFAOYSA-N	FC(F)(F)C1=CC=C(Cl)C(Cl)=C1	369.828	3.94708
DTXSID0027143	DSSTox_Substance_Id	DTXSID0027143	3-(Trifluoromethyl)phenyl isocyanate	329-01-1	1-Isocyanato-3-(trifluoromethyl)benzene	DTXCID307143	SXJYSIBLFGQAND-UHFFFAOYSA-N	FC(F)(F)C1=CC(=CC=C1)N=C=O	 	1.58855
DTXSID5051446	DSSTox_Substance_Id	DTXSID5051446	6-aminopyridine-3-carboxamide	329-89-5	6-Aminopyridine-3-carboxamide	DTXCID4030043	ZLWYEPMDOUQDBW-UHFFFAOYSA-N	NC(=O)C1=CN=C(N)C=C1	0.826038	0.697639
DTXSID2024163	DSSTox_Substance_Id	DTXSID2024163	Linuron	330-55-2	"N'-(3,4-Dichlorophenyl)-N-methoxy-N-methylurea"	DTXCID604163	XKJMBINCVNINCA-UHFFFAOYSA-N	CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1	 	3.19781
DTXSID0043761	DSSTox_Substance_Id	DTXSID0043761	"4,4'-Dinitrodiphenylurea"	587-90-6	"N,N'-Bis(4-nitrophenyl)urea"	DTXCID8023761	JEZZOKXIXNSKQD-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C=C1	8.22243	3.42355
DTXSID6049272	DSSTox_Substance_Id	DTXSID6049272	Methyl trifluoromethanesulfonate	333-27-7	Methyl trifluoromethanesulfonate	DTXCID1029128	OIRDBPQYVWXNSJ-UHFFFAOYSA-N	COS(=O)(=O)C(F)(F)F	 	1.40515
DTXSID5046516	DSSTox_Substance_Id	DTXSID5046516	Flurothyl	333-36-8	"1,1,1-Trifluoro-2-(2,2,2-trifluoroethoxy)ethane"	DTXCID3026516	KGPPDNUWZNWPSI-UHFFFAOYSA-N	FC(F)(F)COCC(F)(F)F	3.20627	1.69301
DTXSID8031865	DSSTox_Substance_Id	DTXSID8031865	Perfluorooctanoic acid	335-67-1	Pentadecafluorooctanoic acid	DTXCID6011865	SNGREZUHAYWORS-UHFFFAOYSA-N	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	217.27	3.10642
DTXSID3031860	DSSTox_Substance_Id	DTXSID3031860	Perfluorodecanoic acid	335-76-2	Nonadecafluorodecanoic acid	DTXCID1011860	PCIUEQPBYFRTEM-UHFFFAOYSA-N	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	518.8	4.15089
DTXSID2032683	DSSTox_Substance_Id	DTXSID2032683	Mevinphos	7786-34-7	Methyl 3-[(dimethoxyphosphoryl)oxy]but-2-enoate	DTXCID40809716	GEPDYQSQVLXLEU-UHFFFAOYSA-N	COC(=O)C=C(C)OP(=O)(OC)OC	 	0.129756
DTXSID8022741	DSSTox_Substance_Id	DTXSID8022741	Carbutamide	339-43-5	4-Amino-N-(butylcarbamoyl)benzene-1-sulfonamide	DTXCID202741	VDTNNGKXZGSZIP-UHFFFAOYSA-N	CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1	0.816582	1.00923
DTXSID7048875	DSSTox_Substance_Id	DTXSID7048875	Mecloqualone	340-57-8	3-(2-Chlorophenyl)-2-methylquinazolin-4(3H)-one	DTXCID7028801	SFITWQDBYUMAPS-UHFFFAOYSA-N	CC1=NC2=C(C=CC=C2)C(=O)N1C1=C(Cl)C=CC=C1	57.544	2.75941
DTXSID3047136	DSSTox_Substance_Id	DTXSID3047136	Bromopentafluorobenzene	344-04-7	"1-Bromo-2,3,4,5,6-pentafluorobenzene"	DTXCID1027136	XEKTVXADUPBFOA-UHFFFAOYSA-N	FC1=C(F)C(F)=C(Br)C(F)=C1F	22.9615	3.49288
